,id,beats,pitches,tuple_beat_and_pitch,midi
135,135,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[72, 70, 73, 74, 70, 70, 73, 73], [70, 73, 71, 72, 77, 72], [57, 57], [58, 57, 62, 56, 60], [55, 58, 64, 62], [63, 56, 59, 61], [56, 58, 55, 47], [59, 50, 50, 45]]","[[(2, 72), (3, 70), (5, 73), (6, 74), (8, 70), (10, 70), (11, 73), (12, 73)], [(1, 70), (6, 73), (7, 71), (9, 72), (10, 77), (11, 72)], [(5, 57), (8, 57)], [(4, 58), (5, 57), (6, 62), (8, 56), (12, 60)], [(1, 55), (2, 58), (4, 64), (5, 62)], [(1, 63), (6, 56), (7, 59), (10, 61)], [(2, 56), (4, 58), (8, 55), (9, 47)], [(2, 59), (4, 50), (5, 50), (11, 45)]]",lstm_midis/lstm_song135.mid
136,136,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[59, 56, 64, 63, 56, 57, 59, 62], [58, 62, 61, 56, 64, 61], [57, 57], [57, 57, 62, 56, 60], [54, 58, 64, 62], [63, 56, 57, 61], [58, 60, 58, 49], [60, 52, 53, 49]]","[[(2, 59), (3, 56), (5, 64), (6, 63), (8, 56), (10, 57), (11, 59), (12, 62)], [(1, 58), (6, 62), (7, 61), (9, 56), (10, 64), (11, 61)], [(5, 57), (8, 57)], [(4, 57), (5, 57), (6, 62), (8, 56), (12, 60)], [(1, 54), (2, 58), (4, 64), (5, 62)], [(1, 63), (6, 56), (7, 57), (10, 61)], [(2, 58), (4, 60), (8, 58), (9, 49)], [(2, 60), (4, 52), (5, 53), (11, 49)]]",lstm_midis/lstm_song136.mid
137,137,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[53, 50, 62, 56, 50, 53, 56, 55], [54, 55, 58, 54, 58, 59], [55, 57], [54, 54, 61, 55, 57], [52, 55, 62, 62], [61, 55, 54, 60], [57, 60, 59, 46], [61, 51, 55, 50]]","[[(2, 53), (3, 50), (5, 62), (6, 56), (8, 50), (10, 53), (11, 56), (12, 55)], [(1, 54), (6, 55), (7, 58), (9, 54), (10, 58), (11, 59)], [(5, 55), (8, 57)], [(4, 54), (5, 54), (6, 61), (8, 55), (12, 57)], [(1, 52), (2, 55), (4, 62), (5, 62)], [(1, 61), (6, 55), (7, 54), (10, 60)], [(2, 57), (4, 60), (8, 59), (9, 46)], [(2, 61), (4, 51), (5, 55), (11, 50)]]",lstm_midis/lstm_song137.mid
138,138,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[44, 34, 51, 40, 39, 41, 42, 39], [44, 43, 48, 33, 44, 50], [56, 57], [56, 55, 61, 57, 59], [53, 57, 63, 61], [62, 55, 55, 61], [56, 58, 57, 45], [58, 50, 53, 47]]","[[(2, 44), (3, 34), (5, 51), (6, 40), (8, 39), (10, 41), (11, 42), (12, 39)], [(1, 44), (6, 43), (7, 48), (9, 33), (10, 44), (11, 50)], [(5, 56), (8, 57)], [(4, 56), (5, 55), (6, 61), (8, 57), (12, 59)], [(1, 53), (2, 57), (4, 63), (5, 61)], [(1, 62), (6, 55), (7, 55), (10, 61)], [(2, 56), (4, 58), (8, 57), (9, 45)], [(2, 58), (4, 50), (5, 53), (11, 47)]]",lstm_midis/lstm_song138.mid
139,139,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[36, 33, 44, 39, 30, 38, 34, 37], [39, 42, 48, 34, 38, 44], [54, 57], [54, 53, 60, 55, 56], [51, 53, 62, 62], [60, 55, 52, 59], [57, 61, 59, 48], [60, 52, 54, 49]]","[[(2, 36), (3, 33), (5, 44), (6, 39), (8, 30), (10, 38), (11, 34), (12, 37)], [(1, 39), (6, 42), (7, 48), (9, 34), (10, 38), (11, 44)], [(5, 54), (8, 57)], [(4, 54), (5, 53), (6, 60), (8, 55), (12, 56)], [(1, 51), (2, 53), (4, 62), (5, 62)], [(1, 60), (6, 55), (7, 52), (10, 59)], [(2, 57), (4, 61), (8, 59), (9, 48)], [(2, 60), (4, 52), (5, 54), (11, 49)]]",lstm_midis/lstm_song139.mid
140,140,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[68, 76, 72, 76, 72, 70, 74, 76], [72, 76, 70, 75, 76, 68], [58, 57], [59, 58, 63, 57, 61], [55, 60, 65, 61], [64, 56, 60, 62], [58, 61, 59, 49], [61, 53, 54, 50]]","[[(2, 68), (3, 76), (5, 72), (6, 76), (8, 72), (10, 70), (11, 74), (12, 76)], [(1, 72), (6, 76), (7, 70), (9, 75), (10, 76), (11, 68)], [(5, 58), (8, 57)], [(4, 59), (5, 58), (6, 63), (8, 57), (12, 61)], [(1, 55), (2, 60), (4, 65), (5, 61)], [(1, 64), (6, 56), (7, 60), (10, 62)], [(2, 58), (4, 61), (8, 59), (9, 49)], [(2, 61), (4, 53), (5, 54), (11, 50)]]",lstm_midis/lstm_song140.mid
141,141,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[48, 46, 57, 53, 50, 53, 52, 50], [54, 53, 56, 44, 56, 53], [56, 57], [56, 56, 61, 56, 59], [54, 57, 64, 61], [62, 55, 57, 61], [55, 58, 56, 43], [58, 49, 53, 47]]","[[(2, 48), (3, 46), (5, 57), (6, 53), (8, 50), (10, 53), (11, 52), (12, 50)], [(1, 54), (6, 53), (7, 56), (9, 44), (10, 56), (11, 53)], [(5, 56), (8, 57)], [(4, 56), (5, 56), (6, 61), (8, 56), (12, 59)], [(1, 54), (2, 57), (4, 64), (5, 61)], [(1, 62), (6, 55), (7, 57), (10, 61)], [(2, 55), (4, 58), (8, 56), (9, 43)], [(2, 58), (4, 49), (5, 53), (11, 47)]]",lstm_midis/lstm_song141.mid
142,142,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[42, 42, 52, 47, 41, 43, 45, 46], [44, 47, 50, 42, 47, 47], [57, 58], [57, 56, 62, 57, 59], [54, 57, 64, 62], [63, 56, 56, 61], [54, 57, 55, 43], [57, 47, 51, 44]]","[[(2, 42), (3, 42), (5, 52), (6, 47), (8, 41), (10, 43), (11, 45), (12, 46)], [(1, 44), (6, 47), (7, 50), (9, 42), (10, 47), (11, 47)], [(5, 57), (8, 58)], [(4, 57), (5, 56), (6, 62), (8, 57), (12, 59)], [(1, 54), (2, 57), (4, 64), (5, 62)], [(1, 63), (6, 56), (7, 56), (10, 61)], [(2, 54), (4, 57), (8, 55), (9, 43)], [(2, 57), (4, 47), (5, 51), (11, 44)]]",lstm_midis/lstm_song142.mid
143,143,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[61, 62, 66, 65, 62, 64, 64, 64], [65, 67, 65, 62, 68, 64], [57, 57], [57, 57, 62, 57, 60], [55, 58, 64, 61], [63, 55, 58, 61], [55, 58, 56, 45], [59, 50, 51, 47]]","[[(2, 61), (3, 62), (5, 66), (6, 65), (8, 62), (10, 64), (11, 64), (12, 64)], [(1, 65), (6, 67), (7, 65), (9, 62), (10, 68), (11, 64)], [(5, 57), (8, 57)], [(4, 57), (5, 57), (6, 62), (8, 57), (12, 60)], [(1, 55), (2, 58), (4, 64), (5, 61)], [(1, 63), (6, 55), (7, 58), (10, 61)], [(2, 55), (4, 58), (8, 56), (9, 45)], [(2, 59), (4, 50), (5, 51), (11, 47)]]",lstm_midis/lstm_song143.mid
144,144,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[60, 61, 67, 67, 60, 64, 64, 65], [62, 68, 68, 61, 69, 64], [57, 57], [57, 56, 62, 56, 60], [54, 58, 64, 61], [62, 55, 58, 61], [58, 60, 58, 50], [60, 53, 52, 49]]","[[(2, 60), (3, 61), (5, 67), (6, 67), (8, 60), (10, 64), (11, 64), (12, 65)], [(1, 62), (6, 68), (7, 68), (9, 61), (10, 69), (11, 64)], [(5, 57), (8, 57)], [(4, 57), (5, 56), (6, 62), (8, 56), (12, 60)], [(1, 54), (2, 58), (4, 64), (5, 61)], [(1, 62), (6, 55), (7, 58), (10, 61)], [(2, 58), (4, 60), (8, 58), (9, 50)], [(2, 60), (4, 53), (5, 52), (11, 49)]]",lstm_midis/lstm_song144.mid
145,145,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[56, 56, 63, 60, 56, 57, 61, 59], [58, 59, 60, 56, 60, 60], [57, 57], [57, 57, 62, 57, 60], [55, 58, 64, 61], [63, 56, 58, 61], [55, 57, 55, 45], [58, 49, 50, 46]]","[[(2, 56), (3, 56), (5, 63), (6, 60), (8, 56), (10, 57), (11, 61), (12, 59)], [(1, 58), (6, 59), (7, 60), (9, 56), (10, 60), (11, 60)], [(5, 57), (8, 57)], [(4, 57), (5, 57), (6, 62), (8, 57), (12, 60)], [(1, 55), (2, 58), (4, 64), (5, 61)], [(1, 63), (6, 56), (7, 58), (10, 61)], [(2, 55), (4, 57), (8, 55), (9, 45)], [(2, 58), (4, 49), (5, 50), (11, 46)]]",lstm_midis/lstm_song145.mid
146,146,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[37, 31, 46, 36, 34, 37, 40, 35], [42, 39, 44, 33, 40, 46], [57, 58], [57, 56, 62, 57, 60], [54, 57, 64, 62], [63, 57, 55, 62], [59, 62, 61, 50], [63, 54, 56, 53]]","[[(2, 37), (3, 31), (5, 46), (6, 36), (8, 34), (10, 37), (11, 40), (12, 35)], [(1, 42), (6, 39), (7, 44), (9, 33), (10, 40), (11, 46)], [(5, 57), (8, 58)], [(4, 57), (5, 56), (6, 62), (8, 57), (12, 60)], [(1, 54), (2, 57), (4, 64), (5, 62)], [(1, 63), (6, 57), (7, 55), (10, 62)], [(2, 59), (4, 62), (8, 61), (9, 50)], [(2, 63), (4, 54), (5, 56), (11, 53)]]",lstm_midis/lstm_song146.mid
147,147,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[14, 9, 28, 15, 10, 12, 16, 14], [18, 20, 28, 10, 14, 27], [56, 58], [55, 55, 61, 57, 59], [53, 56, 63, 62], [63, 56, 52, 62], [56, 60, 59, 46], [60, 51, 55, 50]]","[[(2, 14), (3, 9), (5, 28), (6, 15), (8, 10), (10, 12), (11, 16), (12, 14)], [(1, 18), (6, 20), (7, 28), (9, 10), (10, 14), (11, 27)], [(5, 56), (8, 58)], [(4, 55), (5, 55), (6, 61), (8, 57), (12, 59)], [(1, 53), (2, 56), (4, 63), (5, 62)], [(1, 63), (6, 56), (7, 52), (10, 62)], [(2, 56), (4, 60), (8, 59), (9, 46)], [(2, 60), (4, 51), (5, 55), (11, 50)]]",lstm_midis/lstm_song147.mid
148,148,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[25, 17, 40, 26, 18, 23, 25, 23], [28, 29, 37, 15, 27, 35], [55, 57], [55, 54, 61, 57, 59], [53, 55, 63, 62], [62, 55, 53, 61], [59, 60, 60, 50], [62, 52, 56, 54]]","[[(2, 25), (3, 17), (5, 40), (6, 26), (8, 18), (10, 23), (11, 25), (12, 23)], [(1, 28), (6, 29), (7, 37), (9, 15), (10, 27), (11, 35)], [(5, 55), (8, 57)], [(4, 55), (5, 54), (6, 61), (8, 57), (12, 59)], [(1, 53), (2, 55), (4, 63), (5, 62)], [(1, 62), (6, 55), (7, 53), (10, 61)], [(2, 59), (4, 60), (8, 60), (9, 50)], [(2, 62), (4, 52), (5, 56), (11, 54)]]",lstm_midis/lstm_song148.mid
149,149,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[54, 50, 61, 54, 56, 54, 59, 54], [55, 56, 57, 51, 58, 60], [57, 57], [57, 57, 62, 57, 60], [55, 58, 64, 61], [63, 56, 57, 62], [58, 59, 58, 49], [60, 52, 52, 49]]","[[(2, 54), (3, 50), (5, 61), (6, 54), (8, 56), (10, 54), (11, 59), (12, 54)], [(1, 55), (6, 56), (7, 57), (9, 51), (10, 58), (11, 60)], [(5, 57), (8, 57)], [(4, 57), (5, 57), (6, 62), (8, 57), (12, 60)], [(1, 55), (2, 58), (4, 64), (5, 61)], [(1, 63), (6, 56), (7, 57), (10, 62)], [(2, 58), (4, 59), (8, 58), (9, 49)], [(2, 60), (4, 52), (5, 52), (11, 49)]]",lstm_midis/lstm_song149.mid
150,150,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[67, 66, 70, 71, 67, 70, 70, 70], [69, 70, 69, 66, 75, 69], [57, 57], [57, 57, 62, 56, 59], [54, 58, 64, 61], [63, 56, 58, 61], [53, 56, 53, 45], [57, 48, 48, 43]]","[[(2, 67), (3, 66), (5, 70), (6, 71), (8, 67), (10, 70), (11, 70), (12, 70)], [(1, 69), (6, 70), (7, 69), (9, 66), (10, 75), (11, 69)], [(5, 57), (8, 57)], [(4, 57), (5, 57), (6, 62), (8, 56), (12, 59)], [(1, 54), (2, 58), (4, 64), (5, 61)], [(1, 63), (6, 56), (7, 58), (10, 61)], [(2, 53), (4, 56), (8, 53), (9, 45)], [(2, 57), (4, 48), (5, 48), (11, 43)]]",lstm_midis/lstm_song150.mid
151,151,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[60, 62, 65, 66, 57, 62, 62, 67], [59, 64, 64, 63, 65, 60], [57, 57], [58, 57, 62, 57, 60], [55, 59, 65, 61], [63, 55, 59, 62], [56, 58, 57, 46], [59, 50, 52, 48]]","[[(2, 60), (3, 62), (5, 65), (6, 66), (8, 57), (10, 62), (11, 62), (12, 67)], [(1, 59), (6, 64), (7, 64), (9, 63), (10, 65), (11, 60)], [(5, 57), (8, 57)], [(4, 58), (5, 57), (6, 62), (8, 57), (12, 60)], [(1, 55), (2, 59), (4, 65), (5, 61)], [(1, 63), (6, 55), (7, 59), (10, 62)], [(2, 56), (4, 58), (8, 57), (9, 46)], [(2, 59), (4, 50), (5, 52), (11, 48)]]",lstm_midis/lstm_song151.mid
152,152,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[67, 74, 70, 73, 69, 70, 72, 73], [70, 75, 71, 74, 72, 70], [57, 58], [58, 58, 63, 57, 61], [56, 59, 65, 62], [63, 56, 60, 62], [55, 57, 56, 45], [58, 50, 51, 47]]","[[(2, 67), (3, 74), (5, 70), (6, 73), (8, 69), (10, 70), (11, 72), (12, 73)], [(1, 70), (6, 75), (7, 71), (9, 74), (10, 72), (11, 70)], [(5, 57), (8, 58)], [(4, 58), (5, 58), (6, 63), (8, 57), (12, 61)], [(1, 56), (2, 59), (4, 65), (5, 62)], [(1, 63), (6, 56), (7, 60), (10, 62)], [(2, 55), (4, 57), (8, 56), (9, 45)], [(2, 58), (4, 50), (5, 51), (11, 47)]]",lstm_midis/lstm_song152.mid
153,153,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[61, 52, 62, 58, 59, 59, 61, 58], [59, 58, 60, 55, 61, 63], [58, 57], [57, 57, 62, 57, 60], [54, 58, 64, 62], [63, 56, 58, 62], [58, 60, 58, 49], [61, 53, 53, 49]]","[[(2, 61), (3, 52), (5, 62), (6, 58), (8, 59), (10, 59), (11, 61), (12, 58)], [(1, 59), (6, 58), (7, 60), (9, 55), (10, 61), (11, 63)], [(5, 58), (8, 57)], [(4, 57), (5, 57), (6, 62), (8, 57), (12, 60)], [(1, 54), (2, 58), (4, 64), (5, 62)], [(1, 63), (6, 56), (7, 58), (10, 62)], [(2, 58), (4, 60), (8, 58), (9, 49)], [(2, 61), (4, 53), (5, 53), (11, 49)]]",lstm_midis/lstm_song153.mid
154,154,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[62, 62, 67, 68, 62, 66, 65, 67], [62, 68, 67, 64, 70, 63], [56, 57], [56, 56, 61, 55, 59], [54, 56, 63, 61], [62, 55, 57, 60], [56, 60, 56, 47], [60, 51, 51, 47]]","[[(2, 62), (3, 62), (5, 67), (6, 68), (8, 62), (10, 66), (11, 65), (12, 67)], [(1, 62), (6, 68), (7, 67), (9, 64), (10, 70), (11, 63)], [(5, 56), (8, 57)], [(4, 56), (5, 56), (6, 61), (8, 55), (12, 59)], [(1, 54), (2, 56), (4, 63), (5, 61)], [(1, 62), (6, 55), (7, 57), (10, 60)], [(2, 56), (4, 60), (8, 56), (9, 47)], [(2, 60), (4, 51), (5, 51), (11, 47)]]",lstm_midis/lstm_song154.mid
155,155,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[31, 22, 39, 27, 28, 31, 32, 26], [36, 34, 40, 22, 31, 41], [56, 58], [55, 54, 61, 57, 58], [53, 55, 62, 62], [62, 56, 53, 61], [57, 59, 57, 48], [59, 51, 53, 49]]","[[(2, 31), (3, 22), (5, 39), (6, 27), (8, 28), (10, 31), (11, 32), (12, 26)], [(1, 36), (6, 34), (7, 40), (9, 22), (10, 31), (11, 41)], [(5, 56), (8, 58)], [(4, 55), (5, 54), (6, 61), (8, 57), (12, 58)], [(1, 53), (2, 55), (4, 62), (5, 62)], [(1, 62), (6, 56), (7, 53), (10, 61)], [(2, 57), (4, 59), (8, 57), (9, 48)], [(2, 59), (4, 51), (5, 53), (11, 49)]]",lstm_midis/lstm_song155.mid
156,156,"[[2, 5, 11], [1, 6, 7, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[12, 23, 14], [18, 14, 23, 9, 26], [55, 58], [54, 53, 60, 57, 57], [51, 53, 62, 62], [61, 57, 50, 61], [59, 61, 60, 50], [61, 52, 56, 53]]","[[(2, 12), (5, 23), (11, 14)], [(1, 18), (6, 14), (7, 23), (10, 9), (11, 26)], [(5, 55), (8, 58)], [(4, 54), (5, 53), (6, 60), (8, 57), (12, 57)], [(1, 51), (2, 53), (4, 62), (5, 62)], [(1, 61), (6, 57), (7, 50), (10, 61)], [(2, 59), (4, 61), (8, 60), (9, 50)], [(2, 61), (4, 52), (5, 56), (11, 53)]]",lstm_midis/lstm_song156.mid
157,157,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[28, 23, 44, 29, 27, 28, 34, 27], [36, 31, 39, 23, 30, 40], [54, 57], [52, 52, 59, 54, 55], [50, 53, 61, 62], [60, 55, 50, 59], [58, 60, 59, 46], [61, 51, 56, 52]]","[[(2, 28), (3, 23), (5, 44), (6, 29), (8, 27), (10, 28), (11, 34), (12, 27)], [(1, 36), (6, 31), (7, 39), (9, 23), (10, 30), (11, 40)], [(5, 54), (8, 57)], [(4, 52), (5, 52), (6, 59), (8, 54), (12, 55)], [(1, 50), (2, 53), (4, 61), (5, 62)], [(1, 60), (6, 55), (7, 50), (10, 59)], [(2, 58), (4, 60), (8, 59), (9, 46)], [(2, 61), (4, 51), (5, 56), (11, 52)]]",lstm_midis/lstm_song157.mid
158,158,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[61, 64, 64, 67, 61, 65, 64, 65], [64, 68, 66, 65, 70, 61], [57, 57], [57, 57, 62, 56, 60], [54, 58, 64, 61], [62, 55, 58, 61], [55, 57, 56, 45], [58, 49, 51, 45]]","[[(2, 61), (3, 64), (5, 64), (6, 67), (8, 61), (10, 65), (11, 64), (12, 65)], [(1, 64), (6, 68), (7, 66), (9, 65), (10, 70), (11, 61)], [(5, 57), (8, 57)], [(4, 57), (5, 57), (6, 62), (8, 56), (12, 60)], [(1, 54), (2, 58), (4, 64), (5, 61)], [(1, 62), (6, 55), (7, 58), (10, 61)], [(2, 55), (4, 57), (8, 56), (9, 45)], [(2, 58), (4, 49), (5, 51), (11, 45)]]",lstm_midis/lstm_song158.mid
159,159,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[41, 39, 50, 44, 39, 42, 45, 42], [46, 49, 52, 37, 46, 52], [55, 57], [54, 54, 60, 55, 56], [52, 53, 62, 62], [61, 56, 53, 59], [57, 60, 58, 48], [60, 52, 54, 49]]","[[(2, 41), (3, 39), (5, 50), (6, 44), (8, 39), (10, 42), (11, 45), (12, 42)], [(1, 46), (6, 49), (7, 52), (9, 37), (10, 46), (11, 52)], [(5, 55), (8, 57)], [(4, 54), (5, 54), (6, 60), (8, 55), (12, 56)], [(1, 52), (2, 53), (4, 62), (5, 62)], [(1, 61), (6, 56), (7, 53), (10, 59)], [(2, 57), (4, 60), (8, 58), (9, 48)], [(2, 60), (4, 52), (5, 54), (11, 49)]]",lstm_midis/lstm_song159.mid
160,160,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[53, 55, 62, 58, 57, 56, 61, 59], [55, 59, 59, 57, 61, 60], [57, 58], [58, 58, 63, 57, 60], [55, 59, 65, 62], [64, 56, 59, 62], [59, 61, 60, 50], [62, 53, 55, 51]]","[[(2, 53), (3, 55), (5, 62), (6, 58), (8, 57), (10, 56), (11, 61), (12, 59)], [(1, 55), (6, 59), (7, 59), (9, 57), (10, 61), (11, 60)], [(5, 57), (8, 58)], [(4, 58), (5, 58), (6, 63), (8, 57), (12, 60)], [(1, 55), (2, 59), (4, 65), (5, 62)], [(1, 64), (6, 56), (7, 59), (10, 62)], [(2, 59), (4, 61), (8, 60), (9, 50)], [(2, 62), (4, 53), (5, 55), (11, 51)]]",lstm_midis/lstm_song160.mid
161,161,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[44, 44, 52, 49, 43, 46, 47, 47], [49, 51, 52, 45, 50, 49], [56, 57], [56, 55, 61, 56, 59], [54, 57, 64, 61], [62, 55, 56, 61], [55, 58, 56, 43], [58, 49, 53, 47]]","[[(2, 44), (3, 44), (5, 52), (6, 49), (8, 43), (10, 46), (11, 47), (12, 47)], [(1, 49), (6, 51), (7, 52), (9, 45), (10, 50), (11, 49)], [(5, 56), (8, 57)], [(4, 56), (5, 55), (6, 61), (8, 56), (12, 59)], [(1, 54), (2, 57), (4, 64), (5, 61)], [(1, 62), (6, 55), (7, 56), (10, 61)], [(2, 55), (4, 58), (8, 56), (9, 43)], [(2, 58), (4, 49), (5, 53), (11, 47)]]",lstm_midis/lstm_song161.mid
162,162,"[[2, 3, 5, 6, 8, 10, 11, 12], [1, 6, 7, 9, 10, 11], [5, 8], [4, 5, 6, 8, 12], [1, 2, 4, 5], [1, 6, 7, 10], [2, 4, 8, 9], [2, 4, 5, 11]]","[[50, 50, 59, 55, 50, 52, 53, 53], [53, 55, 57, 50, 57, 54], [57, 58], [57, 57, 62, 57, 59], [54, 58, 64, 62], [63, 56, 58, 61], [53, 56, 55, 43], [56, 47, 50, 44]]","[[(2, 50), (3, 50), (5, 59), (6, 55), (8, 50), (10, 52), (11, 53), (12, 53)], [(1, 53), (6, 55), (7, 57), (9, 50), (10, 57), (11, 54)], [(5, 57), (8, 58)], [(4, 57), (5, 57), (6, 62), (8, 57), (12, 59)], [(1, 54), (2, 58), (4, 64), (5, 62)], [(1, 63), (6, 56), (7, 58), (10, 61)], [(2, 53), (4, 56), (8, 55), (9, 43)], [(2, 56), (4, 47), (5, 50), (11, 44)]]",lstm_midis/lstm_song162.mid
