,beat,pitch,beat_pitch,midi
286,"[[1, 3, 5, 9], [1, 3, 5, 9, 11], [1, 3, 5, 9], [1, 3, 5, 7, 9], [1, 3, 5, 6, 7, 8, 9], [1, 3, 5, 6, 7, 8, 9, 11, 12], [1, 2, 3, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 8, 9, 11, 12]]","[[79, 79, 79, 74], [79, 79, 77, 73, 71], [79, 79, 76, 64], [79, 79, 79, 81, 79], [79, 79, 76, 74, 76, 74, 81], [79, 83, 83, 81, 79, 71, 72, 67, 71], [79, 76, 77, 72, 69, 70, 72, 72, 69], [79, 82, 81, 77, 76, 74, 72, 71, 72, 74]]","[[(1, 79), (3, 79), (5, 79), (9, 74)], [(1, 79), (3, 79), (5, 77), (9, 73), (11, 71)], [(1, 79), (3, 79), (5, 76), (9, 64)], [(1, 79), (3, 79), (5, 79), (7, 81), (9, 79)], [(1, 79), (3, 79), (5, 76), (6, 74), (7, 76), (8, 74), (9, 81)], [(1, 79), (3, 83), (5, 83), (6, 81), (7, 79), (8, 71), (9, 72), (11, 67), (12, 71)], [(1, 79), (2, 76), (3, 77), (5, 72), (7, 69), (8, 70), (9, 72), (11, 72), (12, 69)], [(1, 79), (2, 82), (3, 81), (4, 77), (5, 76), (7, 74), (8, 72), (9, 71), (11, 72), (12, 74)]]",<music21.stream.Stream 0x1a347c25280>
287,"[[1, 3, 4, 5, 6, 7, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 9], [1, 3, 4, 5, 6, 7, 8, 9]]","[[69, 67, 70, 72, 71, 72, 74], [69, 71, 72, 74, 73, 69, 78], [69, 73, 74, 71, 69, 71, 74, 72], [69, 74, 70, 65, 64, 62], [69, 69, 72, 74, 72, 71, 72], [69, 73, 74, 76, 78, 79, 77], [69, 67, 71, 72, 76, 72], [69, 81, 80, 79, 69, 67, 71, 69]]","[[(1, 69), (3, 67), (4, 70), (5, 72), (6, 71), (7, 72), (9, 74)], [(1, 69), (3, 71), (4, 72), (5, 74), (7, 73), (8, 69), (9, 78)], [(1, 69), (3, 73), (4, 74), (5, 71), (6, 69), (7, 71), (8, 74), (9, 72)], [(1, 69), (4, 74), (5, 70), (7, 65), (8, 64), (9, 62)], [(1, 69), (3, 69), (4, 72), (5, 74), (7, 72), (8, 71), (9, 72)], [(1, 69), (3, 73), (4, 74), (5, 76), (7, 78), (8, 79), (9, 77)], [(1, 69), (3, 67), (4, 71), (5, 72), (7, 76), (9, 72)], [(1, 69), (3, 81), (4, 80), (5, 79), (6, 69), (7, 67), (8, 71), (9, 69)]]",<music21.stream.Stream 0x1a347af88b0>
288,"[[1, 2, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 4, 5, 7, 9, 11, 12], [1, 4, 5, 6, 7, 9, 11], [1, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9, 11, 12]]","[[72, 71, 69, 67, 69, 76, 78, 76, 72, 70], [72, 71, 74, 72, 76, 78, 73, 69, 72], [72, 69, 65, 65, 64, 65, 67, 70, 69], [72, 74, 66, 67, 69, 64, 62, 62, 59], [72, 81, 82, 81, 83, 79, 81], [72, 76, 74, 76, 78, 76, 74], [72, 72, 82, 81, 80, 78, 79, 80], [72, 72, 76, 74, 78, 79, 77, 76, 79, 81]]","[[(1, 72), (2, 71), (3, 69), (4, 67), (5, 69), (7, 76), (8, 78), (9, 76), (11, 72), (12, 70)], [(1, 72), (3, 71), (4, 74), (5, 72), (7, 76), (8, 78), (9, 73), (11, 69), (12, 72)], [(1, 72), (2, 69), (3, 65), (5, 65), (7, 64), (8, 65), (9, 67), (11, 70), (12, 69)], [(1, 72), (3, 74), (4, 66), (5, 67), (7, 69), (8, 64), (9, 62), (11, 62), (12, 59)], [(1, 72), (4, 81), (5, 82), (7, 81), (9, 83), (11, 79), (12, 81)], [(1, 72), (4, 76), (5, 74), (6, 76), (7, 78), (9, 76), (11, 74)], [(1, 72), (4, 72), (5, 82), (6, 81), (7, 80), (8, 78), (9, 79), (11, 80)], [(1, 72), (3, 72), (4, 76), (5, 74), (6, 78), (7, 79), (8, 77), (9, 76), (11, 79), (12, 81)]]",<music21.stream.Stream 0x1a347c753a0>
289,"[[1, 3, 5, 9, 10, 11, 12], [1, 2, 3, 5, 9, 10, 11, 12], [1, 2, 3, 5, 9, 11, 12], [1, 2, 3, 5, 7, 9, 11, 12], [1, 2, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 12], [1, 3, 5, 7, 8, 9]]","[[74, 76, 77, 76, 74, 72, 71], [74, 82, 81, 79, 75, 74, 72, 75], [74, 77, 76, 69, 73, 69, 71], [74, 72, 76, 76, 74, 73, 70, 67], [74, 72, 77, 79, 81, 79, 76, 74, 72, 70], [74, 73, 74, 71, 74, 76, 74], [74, 74, 73, 74, 69, 67, 69, 71], [74, 74, 74, 72, 74, 76]]","[[(1, 74), (3, 76), (5, 77), (9, 76), (10, 74), (11, 72), (12, 71)], [(1, 74), (2, 82), (3, 81), (5, 79), (9, 75), (10, 74), (11, 72), (12, 75)], [(1, 74), (2, 77), (3, 76), (5, 69), (9, 73), (11, 69), (12, 71)], [(1, 74), (2, 72), (3, 76), (5, 76), (7, 74), (9, 73), (11, 70), (12, 67)], [(1, 74), (2, 72), (3, 77), (4, 79), (5, 81), (7, 79), (8, 76), (9, 74), (11, 72), (12, 70)], [(1, 74), (3, 73), (4, 74), (5, 71), (7, 74), (8, 76), (9, 74)], [(1, 74), (3, 74), (4, 73), (5, 74), (7, 69), (8, 67), (9, 69), (12, 71)], [(1, 74), (3, 74), (5, 74), (7, 72), (8, 74), (9, 76)]]",<music21.stream.Stream 0x1a347cb9070>
290,"[[1, 3, 4, 5, 6, 7, 9, 10, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 6, 7, 9, 11, 12]]","[[78, 79, 81, 76, 74, 72, 72, 70, 69, 67], [78, 76, 74, 76, 72, 71, 74, 76, 76], [78, 76, 73, 71, 74, 73, 74], [78, 79, 78, 79, 76, 74, 72, 69, 67], [78, 79, 77, 80, 78, 79, 81, 83, 85], [78, 78, 79, 74, 72, 69, 67, 69, 67, 66], [78, 81, 82, 84, 82, 79, 78, 76, 74], [78, 80, 81, 78, 74, 72, 70, 72, 70]]","[[(1, 78), (3, 79), (4, 81), (5, 76), (6, 74), (7, 72), (9, 72), (10, 70), (11, 69), (12, 67)], [(1, 78), (3, 76), (4, 74), (5, 76), (6, 72), (7, 71), (8, 74), (9, 76), (11, 76)], [(1, 78), (3, 76), (4, 73), (5, 71), (7, 74), (8, 73), (9, 74)], [(1, 78), (2, 79), (3, 78), (4, 79), (5, 76), (7, 74), (8, 72), (9, 69), (10, 67)], [(1, 78), (2, 79), (3, 77), (4, 80), (5, 78), (6, 79), (7, 81), (8, 83), (9, 85)], [(1, 78), (3, 78), (4, 79), (5, 74), (6, 72), (7, 69), (8, 67), (9, 69), (11, 67), (12, 66)], [(1, 78), (3, 81), (4, 82), (5, 84), (7, 82), (8, 79), (9, 78), (11, 76), (12, 74)], [(1, 78), (3, 80), (4, 81), (5, 78), (6, 74), (7, 72), (9, 70), (11, 72), (12, 70)]]",<music21.stream.Stream 0x1a347cff820>
291,"[[1, 3, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 9], [1, 3, 4, 5, 7, 9], [1, 3, 4, 5, 7, 9]]","[[69, 81, 79, 81, 77, 74], [69, 72, 74, 71, 74, 76, 81], [69, 66, 64, 64, 64, 65, 60], [69, 71, 69, 71, 72, 70, 74, 72, 71], [69, 71, 72, 72, 72, 69, 67], [69, 73, 74, 79, 81, 77, 76], [69, 66, 67, 76, 74, 72], [69, 67, 66, 67, 69, 74]]","[[(1, 69), (3, 81), (7, 79), (8, 81), (9, 77), (11, 74)], [(1, 69), (3, 72), (5, 74), (7, 71), (8, 74), (9, 76), (11, 81)], [(1, 69), (3, 66), (4, 64), (5, 64), (7, 64), (9, 65), (11, 60)], [(1, 69), (2, 71), (3, 69), (4, 71), (5, 72), (7, 70), (8, 74), (9, 72), (11, 71)], [(1, 69), (2, 71), (3, 72), (5, 72), (7, 72), (8, 69), (9, 67)], [(1, 69), (2, 73), (3, 74), (4, 79), (5, 81), (7, 77), (9, 76)], [(1, 69), (3, 66), (4, 67), (5, 76), (7, 74), (9, 72)], [(1, 69), (3, 67), (4, 66), (5, 67), (7, 69), (9, 74)]]",<music21.stream.Stream 0x1a347d3c550>
292,"[[1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 9], [1, 3, 5, 7, 9], [1, 3, 5, 9], [1, 3, 4, 5, 9], [1, 3, 4, 5, 6, 7, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9, 10]]","[[67, 70, 74, 72, 71, 69, 67], [67, 67, 69, 76, 76, 77], [67, 71, 69, 65, 65], [67, 69, 67, 55], [67, 77, 76, 74, 72], [67, 82, 79, 78, 74, 73, 69], [67, 71, 55, 71, 74, 76, 73, 74], [67, 71, 73, 74, 72, 70, 72, 77, 76]]","[[(1, 67), (3, 70), (4, 74), (5, 72), (7, 71), (8, 69), (9, 67)], [(1, 67), (3, 67), (4, 69), (5, 76), (7, 76), (9, 77)], [(1, 67), (3, 71), (5, 69), (7, 65), (9, 65)], [(1, 67), (3, 69), (5, 67), (9, 55)], [(1, 67), (3, 77), (4, 76), (5, 74), (9, 72)], [(1, 67), (3, 82), (4, 79), (5, 78), (6, 74), (7, 73), (9, 69)], [(1, 67), (3, 71), (4, 55), (5, 71), (6, 74), (7, 76), (8, 73), (9, 74)], [(1, 67), (3, 71), (4, 73), (5, 74), (6, 72), (7, 70), (8, 72), (9, 77), (10, 76)]]",<music21.stream.Stream 0x1a347be1610>
293,"[[1, 3, 4, 5, 6, 7, 8, 9, 10, 11], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 9], [1, 2, 3, 4, 5, 7, 8, 9], [1, 2, 3, 5, 8, 9]]","[[80, 78, 80, 81, 80, 83, 81, 83, 81, 79], [80, 80, 81, 77, 76, 77, 76, 73, 69], [80, 70, 68, 71, 72, 81, 79, 77, 79, 78, 79, 79], [80, 79, 76, 74, 76, 79, 81, 82, 74], [80, 80, 81, 77, 76, 78, 81, 79], [80, 80, 81, 64, 64, 64], [80, 72, 74, 72, 74, 77, 79, 78], [80, 78, 76, 76, 77, 74]]","[[(1, 80), (3, 78), (4, 80), (5, 81), (6, 80), (7, 83), (8, 81), (9, 83), (10, 81), (11, 79)], [(1, 80), (3, 80), (4, 81), (5, 77), (7, 76), (8, 77), (9, 76), (11, 73), (12, 69)], [(1, 80), (2, 70), (3, 68), (4, 71), (5, 72), (6, 81), (7, 79), (8, 77), (9, 79), (10, 78), (11, 79), (12, 79)], [(1, 80), (3, 79), (4, 76), (5, 74), (6, 76), (7, 79), (8, 81), (9, 82), (11, 74)], [(1, 80), (3, 80), (4, 81), (5, 77), (6, 76), (7, 78), (8, 81), (9, 79)], [(1, 80), (3, 80), (4, 81), (5, 64), (7, 64), (9, 64)], [(1, 80), (2, 72), (3, 74), (4, 72), (5, 74), (7, 77), (8, 79), (9, 78)], [(1, 80), (2, 78), (3, 76), (5, 76), (8, 77), (9, 74)]]",<music21.stream.Stream 0x1a347d6a8e0>
294,"[[1, 3, 4, 5, 6, 7, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 9]]","[[81, 79, 81, 82, 79, 77, 76], [81, 81, 79, 77, 77, 74, 72], [81, 79, 81, 81, 78, 74, 76], [81, 83, 84, 81, 82, 81, 79, 81], [81, 79, 76, 78, 79, 77, 79, 74, 72, 70], [81, 73, 71, 74, 73, 71, 69, 69], [81, 77, 76, 79, 79, 83, 81, 69], [81, 79, 77, 76, 80, 81, 79]]","[[(1, 81), (3, 79), (4, 81), (5, 82), (6, 79), (7, 77), (9, 76)], [(1, 81), (3, 81), (4, 79), (5, 77), (7, 77), (8, 74), (9, 72)], [(1, 81), (3, 79), (4, 81), (5, 81), (7, 78), (8, 74), (9, 76)], [(1, 81), (2, 83), (3, 84), (4, 81), (5, 82), (7, 81), (8, 79), (9, 81)], [(1, 81), (2, 79), (3, 76), (4, 78), (5, 79), (7, 77), (8, 79), (9, 74), (11, 72), (12, 70)], [(1, 81), (3, 73), (4, 71), (5, 74), (7, 73), (8, 71), (9, 69), (11, 69)], [(1, 81), (2, 77), (3, 76), (4, 79), (5, 79), (7, 83), (9, 81), (11, 69)], [(1, 81), (2, 79), (3, 77), (4, 76), (5, 80), (7, 81), (9, 79)]]",<music21.stream.Stream 0x1a347c68d90>
295,"[[1, 3, 5, 9, 11], [1, 3, 5, 9], [1, 3, 4, 5, 9], [1, 3, 4, 5, 7, 9, 10], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 9], [1, 3, 4, 5, 7, 9], [1, 3, 4, 5, 7, 8, 9]]","[[78, 81, 81, 81, 71], [78, 76, 74, 62], [78, 79, 75, 74, 62], [78, 81, 78, 81, 77, 76, 72], [78, 79, 83, 81, 82, 81, 77], [78, 76, 79, 74, 73, 73], [78, 79, 74, 72, 74, 71], [78, 83, 79, 81, 77, 81, 76]]","[[(1, 78), (3, 81), (5, 81), (9, 81), (11, 71)], [(1, 78), (3, 76), (5, 74), (9, 62)], [(1, 78), (3, 79), (4, 75), (5, 74), (9, 62)], [(1, 78), (3, 81), (4, 78), (5, 81), (7, 77), (9, 76), (10, 72)], [(1, 78), (3, 79), (4, 83), (5, 81), (7, 82), (9, 81), (11, 77)], [(1, 78), (3, 76), (4, 79), (5, 74), (7, 73), (9, 73)], [(1, 78), (3, 79), (4, 74), (5, 72), (7, 74), (9, 71)], [(1, 78), (3, 83), (4, 79), (5, 81), (7, 77), (8, 81), (9, 76)]]",<music21.stream.Stream 0x1a347df99d0>
296,"[[1, 3, 5, 6, 7, 8, 9], [1, 3, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12]]","[[70, 69, 71, 72, 69, 70, 72], [70, 69, 70, 62, 66, 67, 66], [70, 72, 76, 74, 76, 77, 75], [70, 73, 76, 77, 74, 76, 74, 71, 69], [70, 69, 70, 69, 68, 69, 72, 74, 74], [70, 69, 71, 72, 81, 78, 78], [70, 65, 63, 67, 62, 74, 78, 81, 81], [70, 77, 79, 81, 79, 77, 79, 81, 76, 74, 72]]","[[(1, 70), (3, 69), (5, 71), (6, 72), (7, 69), (8, 70), (9, 72)], [(1, 70), (3, 69), (5, 70), (7, 62), (8, 66), (9, 67), (11, 66)], [(1, 70), (3, 72), (4, 76), (5, 74), (7, 76), (8, 77), (9, 75)], [(1, 70), (3, 73), (4, 76), (5, 77), (7, 74), (8, 76), (9, 74), (11, 71), (12, 69)], [(1, 70), (2, 69), (3, 70), (4, 69), (5, 68), (7, 69), (8, 72), (9, 74), (11, 74)], [(1, 70), (2, 69), (3, 71), (5, 72), (7, 81), (9, 78), (11, 78)], [(1, 70), (2, 65), (3, 63), (4, 67), (5, 62), (7, 74), (8, 78), (9, 81), (11, 81)], [(1, 70), (2, 77), (3, 79), (4, 81), (5, 79), (7, 77), (8, 79), (9, 81), (10, 76), (11, 74), (12, 72)]]",<music21.stream.Stream 0x1a347e423d0>
297,"[[1, 3, 5, 6, 7, 8, 9], [1, 3, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12]]","[[70, 69, 71, 72, 69, 70, 72], [70, 69, 70, 62, 66, 67, 66], [70, 72, 76, 74, 76, 77, 75], [70, 73, 76, 77, 74, 76, 74, 71, 69], [70, 69, 70, 69, 68, 69, 72, 74, 74], [70, 69, 71, 72, 81, 78, 78], [70, 65, 63, 67, 62, 74, 78, 81, 81], [70, 77, 79, 81, 79, 77, 79, 81, 76, 74, 72]]","[[(1, 70), (3, 69), (5, 71), (6, 72), (7, 69), (8, 70), (9, 72)], [(1, 70), (3, 69), (5, 70), (7, 62), (8, 66), (9, 67), (11, 66)], [(1, 70), (3, 72), (4, 76), (5, 74), (7, 76), (8, 77), (9, 75)], [(1, 70), (3, 73), (4, 76), (5, 77), (7, 74), (8, 76), (9, 74), (11, 71), (12, 69)], [(1, 70), (2, 69), (3, 70), (4, 69), (5, 68), (7, 69), (8, 72), (9, 74), (11, 74)], [(1, 70), (2, 69), (3, 71), (5, 72), (7, 81), (9, 78), (11, 78)], [(1, 70), (2, 65), (3, 63), (4, 67), (5, 62), (7, 74), (8, 78), (9, 81), (11, 81)], [(1, 70), (2, 77), (3, 79), (4, 81), (5, 79), (7, 77), (8, 79), (9, 81), (10, 76), (11, 74), (12, 72)]]",<music21.stream.Stream 0x1a347d3b250>
298,"[[1, 3, 4, 5, 7, 9, 11, 12], [1, 3, 4, 5, 6, 7, 9, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 5, 6, 7, 8, 9], [1, 2, 3, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9]]","[[78, 62, 67, 66, 81, 76, 72, 76], [78, 76, 78, 83, 81, 82, 81, 81, 83], [78, 78, 78, 79, 77, 76, 72, 74, 74], [78, 71, 74, 75, 76, 72, 76, 74], [78, 79, 79, 81, 79, 82, 77, 79], [78, 78, 79, 76, 78, 79], [78, 76, 77, 72, 74, 72, 69, 72], [78, 79, 75, 74, 76, 81, 82, 79, 82]]","[[(1, 78), (3, 62), (4, 67), (5, 66), (7, 81), (9, 76), (11, 72), (12, 76)], [(1, 78), (3, 76), (4, 78), (5, 83), (6, 81), (7, 82), (9, 81), (11, 81), (12, 83)], [(1, 78), (3, 78), (4, 78), (5, 79), (6, 77), (7, 76), (8, 72), (9, 74), (11, 74)], [(1, 78), (3, 71), (4, 74), (5, 75), (6, 76), (7, 72), (8, 76), (9, 74)], [(1, 78), (3, 79), (4, 79), (5, 81), (6, 79), (7, 82), (8, 77), (9, 79)], [(1, 78), (5, 78), (6, 79), (7, 76), (8, 78), (9, 79)], [(1, 78), (2, 76), (3, 77), (5, 72), (6, 74), (7, 72), (8, 69), (9, 72)], [(1, 78), (2, 79), (3, 75), (4, 74), (5, 76), (6, 81), (7, 82), (8, 79), (9, 82)]]",<music21.stream.Stream 0x1a347eac8e0>
299,"[[1, 2, 3, 4, 5, 9, 10], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 9, 11]]","[[72, 77, 76, 79, 77, 73, 71], [72, 71, 68, 71, 67, 79], [72, 71, 73, 69, 67, 62, 63, 60], [72, 74, 73, 74, 77, 76, 74, 59, 57], [72, 72, 70, 68, 69, 72, 74], [72, 70, 74, 78, 76, 74, 72, 76, 81], [72, 71, 74, 72, 74, 83, 79, 78, 76], [72, 71, 69, 68, 69, 74, 74, 72]]","[[(1, 72), (2, 77), (3, 76), (4, 79), (5, 77), (9, 73), (10, 71)], [(1, 72), (2, 71), (3, 68), (4, 71), (5, 67), (9, 79)], [(1, 72), (2, 71), (3, 73), (4, 69), (5, 67), (7, 62), (8, 63), (9, 60)], [(1, 72), (3, 74), (4, 73), (5, 74), (7, 77), (8, 76), (9, 74), (11, 59), (12, 57)], [(1, 72), (3, 72), (4, 70), (5, 68), (7, 69), (8, 72), (9, 74)], [(1, 72), (2, 70), (3, 74), (4, 78), (5, 76), (6, 74), (7, 72), (8, 76), (9, 81)], [(1, 72), (2, 71), (3, 74), (4, 72), (5, 74), (7, 83), (8, 79), (9, 78), (11, 76)], [(1, 72), (2, 71), (3, 69), (4, 68), (5, 69), (7, 74), (9, 74), (11, 72)]]",<music21.stream.Stream 0x1a347d4fbe0>
300,"[[1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 3, 5, 6, 7, 8, 9], [1, 2, 3, 5, 7, 8, 9], [1, 2, 3, 5, 7, 8, 9], [1, 3, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9]]","[[76, 77, 74, 72, 72, 74, 73, 74, 79], [76, 72, 76, 74, 72, 71, 72, 71], [76, 69, 65, 63, 63, 70, 69, 68, 69], [76, 76, 73, 74, 77, 81, 79], [76, 77, 81, 76, 78, 80, 81], [76, 77, 74, 74, 74, 72, 74], [76, 72, 74, 72, 71, 69, 69], [76, 74, 72, 72, 76, 74, 76]]","[[(1, 76), (2, 77), (3, 74), (4, 72), (5, 72), (6, 74), (7, 73), (8, 74), (9, 79)], [(1, 76), (2, 72), (3, 76), (4, 74), (5, 72), (6, 71), (7, 72), (9, 71)], [(1, 76), (2, 69), (3, 65), (4, 63), (5, 63), (6, 70), (7, 69), (8, 68), (9, 69)], [(1, 76), (3, 76), (5, 73), (6, 74), (7, 77), (8, 81), (9, 79)], [(1, 76), (2, 77), (3, 81), (5, 76), (7, 78), (8, 80), (9, 81)], [(1, 76), (2, 77), (3, 74), (5, 74), (7, 74), (8, 72), (9, 74)], [(1, 76), (3, 72), (5, 74), (7, 72), (8, 71), (9, 69), (11, 69)], [(1, 76), (3, 74), (4, 72), (5, 72), (7, 76), (8, 74), (9, 76)]]",<music21.stream.Stream 0x1a347f33700>
301,"[[1, 3, 4, 5, 7, 8, 9], [1, 3, 5, 7, 8, 9], [1, 3, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 9], [1, 3, 4, 5, 9], [1, 3, 4, 5, 9], [1, 3, 4, 5, 7, 9]]","[[67, 71, 74, 75, 72, 71, 72], [67, 83, 76, 69, 72, 69], [67, 71, 78, 78, 76, 76], [67, 66, 69, 67, 69, 69, 73, 71], [67, 79, 76, 64, 79, 79], [67, 69, 68, 67, 65], [67, 71, 67, 62, 74], [67, 72, 75, 74, 74, 72]]","[[(1, 67), (3, 71), (4, 74), (5, 75), (7, 72), (8, 71), (9, 72)], [(1, 67), (3, 83), (5, 76), (7, 69), (8, 72), (9, 69)], [(1, 67), (3, 71), (5, 78), (7, 78), (8, 76), (9, 76)], [(1, 67), (2, 66), (3, 69), (4, 67), (5, 69), (7, 69), (8, 73), (9, 71)], [(1, 67), (3, 79), (4, 76), (5, 64), (7, 79), (9, 79)], [(1, 67), (3, 69), (4, 68), (5, 67), (9, 65)], [(1, 67), (3, 71), (4, 67), (5, 62), (9, 74)], [(1, 67), (3, 72), (4, 75), (5, 74), (7, 74), (9, 72)]]",<music21.stream.Stream 0x1a347fa2160>
302,"[[1, 2, 3, 4, 5, 7, 9, 11, 12], [1, 2, 3, 4, 5, 9, 11], [1, 3, 4, 5, 9, 11], [1, 3, 4, 5, 9, 11, 12], [1, 3, 4, 5, 6, 7, 9, 11, 12], [1, 3, 4, 5, 6, 7, 9, 11, 12], [1, 3, 4, 5, 6, 7, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9, 11, 12]]","[[66, 62, 64, 65, 69, 74, 76, 73, 71], [66, 62, 64, 62, 63, 62, 62], [66, 64, 66, 67, 69, 67], [66, 64, 67, 69, 57, 66, 67], [66, 69, 68, 69, 70, 69, 71, 72, 70], [66, 67, 71, 72, 74, 76, 79, 76, 79], [66, 64, 60, 55, 59, 62, 62, 78], [66, 64, 65, 67, 66, 67, 69, 65, 62, 59]]","[[(1, 66), (2, 62), (3, 64), (4, 65), (5, 69), (7, 74), (9, 76), (11, 73), (12, 71)], [(1, 66), (2, 62), (3, 64), (4, 62), (5, 63), (9, 62), (11, 62)], [(1, 66), (3, 64), (4, 66), (5, 67), (9, 69), (11, 67)], [(1, 66), (3, 64), (4, 67), (5, 69), (9, 57), (11, 66), (12, 67)], [(1, 66), (3, 69), (4, 68), (5, 69), (6, 70), (7, 69), (9, 71), (11, 72), (12, 70)], [(1, 66), (3, 67), (4, 71), (5, 72), (6, 74), (7, 76), (9, 79), (11, 76), (12, 79)], [(1, 66), (3, 64), (4, 60), (5, 55), (6, 59), (7, 62), (9, 62), (11, 78)], [(1, 66), (3, 64), (4, 65), (5, 67), (6, 66), (7, 67), (8, 69), (9, 65), (11, 62), (12, 59)]]",<music21.stream.Stream 0x1a347e83ac0>
303,"[[1, 2, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 4, 5, 7, 8, 9], [1, 4, 5, 7, 8, 9]]","[[79, 78, 76, 79, 81, 81, 72, 74, 72, 70], [79, 81, 79, 83, 81, 79, 77, 76, 75], [79, 77, 76, 79, 76, 79, 78, 79], [79, 79, 81, 83, 79, 77, 72], [79, 78, 79, 74, 74, 78], [79, 78, 76, 78, 74, 72, 74, 72], [79, 81, 77, 75, 79, 79], [79, 78, 76, 77, 74, 77]]","[[(1, 79), (2, 78), (3, 76), (4, 79), (5, 81), (7, 81), (8, 72), (9, 74), (11, 72), (12, 70)], [(1, 79), (2, 81), (3, 79), (4, 83), (5, 81), (6, 79), (7, 77), (8, 76), (9, 75)], [(1, 79), (2, 77), (3, 76), (4, 79), (5, 76), (7, 79), (8, 78), (9, 79)], [(1, 79), (3, 79), (4, 81), (5, 83), (7, 79), (8, 77), (9, 72)], [(1, 79), (3, 78), (4, 79), (5, 74), (7, 74), (9, 78)], [(1, 79), (3, 78), (4, 76), (5, 78), (6, 74), (7, 72), (8, 74), (9, 72)], [(1, 79), (4, 81), (5, 77), (7, 75), (8, 79), (9, 79)], [(1, 79), (4, 78), (5, 76), (7, 77), (8, 74), (9, 77)]]",<music21.stream.Stream 0x1a347fe4c40>
