piece,beats,pitches,beat_pitch
./abc/_Polonäs_sexdregasamlingen_del_2_nr_20_9689b5.abc,"[[1, 3, 4, 5, 7, 9], [1, 3, 5, 7, 9], [1, 3, 4, 5, 9, 11], [1, 5], [1, 3, 5, 7, 9], [1, 3, 4, 5, 9], [1, 3, 5, 7, 9], [1, 3, 4, 5, 9, 11], [1, 5]]","[[74, 74, 76, 78, 74, 83], [81, 79, 78, 81, 76], [78, 76, 74, 76, 74, 73], [74, 74], [78, 81, 76, 78, 79], [78, 76, 74, 76, 69], [78, 81, 76, 78, 79], [78, 76, 74, 76, 74, 73], [74, 74]]","[[(1, 74), (3, 74), (4, 76), (5, 78), (7, 74), (9, 83)], [(1, 81), (3, 79), (5, 78), (7, 81), (9, 76)], [(1, 78), (3, 76), (4, 74), (5, 76), (9, 74), (11, 73)], [(1, 74), (5, 74)], [(1, 78), (3, 81), (5, 76), (7, 78), (9, 79)], [(1, 78), (3, 76), (4, 74), (5, 76), (9, 69)], [(1, 78), (3, 81), (5, 76), (7, 78), (9, 79)], [(1, 78), (3, 76), (4, 74), (5, 76), (9, 74), (11, 73)], [(1, 74), (5, 74)]]"
./abc/_Polonesse_in_D_Dur_no_33_ur_Anders_Larssons_notbok_fe57e5.abc,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 9], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 9]]","[[69, 74, 73, 74, 69, 74, 73, 74, 69, 74, 73, 74], [69, 71, 73, 74, 76, 74, 73, 71, 69], [78, 76, 78, 79, 76, 79, 78, 76, 74], [73, 74, 73, 71, 69, 71, 69, 67, 66, 67, 66, 64], [69, 74, 73, 74, 69, 74, 73, 74, 69, 74, 73, 74], [69, 71, 73, 74, 76, 74, 73, 71, 69], [78, 76, 78, 79, 76, 79, 83, 74], [76, 74, 73, 74, 62], [69, 73, 76, 81, 69, 81, 69, 79, 69, 79, 69], [78, 69, 78, 69, 79, 69, 79, 69, 78, 69, 78, 69], [78, 76, 78, 79, 76, 79, 78, 76, 74], [73, 74, 73, 71, 69, 71, 69, 67, 66, 67, 66, 64], [69, 73, 76, 81, 69, 81, 69, 79, 69, 79, 69], [78, 69, 78, 69, 79, 69, 79, 69, 78, 69, 78, 69], [78, 76, 78, 79, 76, 79, 78, 76, 74], [76, 79, 76, 73, 74, 62]]","[[(1, 69), (2, 74), (3, 73), (4, 74), (5, 69), (6, 74), (7, 73), (8, 74), (9, 69), (10, 74), (11, 73), (12, 74)], [(1, 69), (2, 71), (3, 73), (4, 74), (5, 76), (6, 74), (7, 73), (8, 71), (9, 69)], [(1, 78), (3, 76), (4, 78), (5, 79), (7, 76), (8, 79), (9, 78), (11, 76), (12, 74)], [(1, 73), (2, 74), (3, 73), (4, 71), (5, 69), (6, 71), (7, 69), (8, 67), (9, 66), (10, 67), (11, 66), (12, 64)], [(1, 69), (2, 74), (3, 73), (4, 74), (5, 69), (6, 74), (7, 73), (8, 74), (9, 69), (10, 74), (11, 73), (12, 74)], [(1, 69), (2, 71), (3, 73), (4, 74), (5, 76), (6, 74), (7, 73), (8, 71), (9, 69)], [(1, 78), (3, 76), (4, 78), (5, 79), (7, 76), (8, 79), (9, 83), (11, 74)], [(1, 76), (3, 74), (4, 73), (5, 74), (9, 62)], [(1, 69), (3, 73), (4, 76), (5, 81), (6, 69), (7, 81), (8, 69), (9, 79), (10, 69), (11, 79), (12, 69)], [(1, 78), (2, 69), (3, 78), (4, 69), (5, 79), (6, 69), (7, 79), (8, 69), (9, 78), (10, 69), (11, 78), (12, 69)], [(1, 78), (3, 76), (4, 78), (5, 79), (7, 76), (8, 79), (9, 78), (11, 76), (12, 74)], [(1, 73), (2, 74), (3, 73), (4, 71), (5, 69), (6, 71), (7, 69), (8, 67), (9, 66), (10, 67), (11, 66), (12, 64)], [(1, 69), (3, 73), (4, 76), (5, 81), (6, 69), (7, 81), (8, 69), (9, 79), (10, 69), (11, 79), (12, 69)], [(1, 78), (2, 69), (3, 78), (4, 69), (5, 79), (6, 69), (7, 79), (8, 69), (9, 78), (10, 69), (11, 78), (12, 69)], [(1, 78), (3, 76), (4, 78), (5, 79), (7, 76), (8, 79), (9, 78), (11, 76), (12, 74)], [(1, 76), (2, 79), (3, 76), (4, 73), (5, 74), (9, 62)]]"
./abc/Polonäs_8935ac.abc,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 5, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 3, 5, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9]]","[[70, 82, 81, 79, 77, 79, 77, 75, 74, 75, 74, 72], [70, 69, 70, 72, 70, 69, 67, 65], [65, 70, 69, 70, 72, 70, 69, 67, 65, 63], [62, 62, 63, 65, 63, 62, 60, 58], [58, 70, 70, 69, 70, 72, 70], [57, 72, 72, 70, 72, 74, 70], [75, 75, 72, 74, 74, 70, 79, 75], [74, 72, 70, 69, 70, 58], [65, 70, 69, 70, 72, 70, 69, 70, 74, 70, 69, 70], [65, 70, 69, 70, 74, 72, 70, 69, 70], [64, 72, 71, 72, 76, 72, 70, 72, 74, 72, 70, 72], [64, 72, 71, 72, 75, 72, 70, 69, 70], [58, 70, 70, 69, 70, 72, 69], [57, 72, 72, 70, 72, 74, 70], [82, 81, 79, 77, 79, 77, 75, 74, 77, 75, 74, 72], [74, 72, 70, 69, 70, 58]]","[[(1, 70), (2, 82), (3, 81), (4, 79), (5, 77), (6, 79), (7, 77), (8, 75), (9, 74), (10, 75), (11, 74), (12, 72)], [(1, 70), (3, 69), (4, 70), (5, 72), (6, 70), (7, 69), (8, 67), (9, 65)], [(1, 65), (2, 70), (3, 69), (4, 70), (5, 72), (6, 70), (7, 69), (8, 67), (9, 65), (11, 63)], [(1, 62), (3, 62), (4, 63), (5, 65), (6, 63), (7, 62), (8, 60), (9, 58)], [(1, 58), (3, 70), (5, 70), (7, 69), (8, 70), (9, 72), (11, 70)], [(1, 57), (3, 72), (5, 72), (7, 70), (8, 72), (9, 74), (11, 70)], [(1, 75), (3, 75), (4, 72), (5, 74), (7, 74), (8, 70), (9, 79), (11, 75)], [(1, 74), (2, 72), (3, 70), (4, 69), (5, 70), (9, 58)], [(1, 65), (2, 70), (3, 69), (4, 70), (5, 72), (6, 70), (7, 69), (8, 70), (9, 74), (10, 70), (11, 69), (12, 70)], [(1, 65), (2, 70), (3, 69), (4, 70), (5, 74), (6, 72), (7, 70), (8, 69), (9, 70)], [(1, 64), (2, 72), (3, 71), (4, 72), (5, 76), (6, 72), (7, 70), (8, 72), (9, 74), (10, 72), (11, 70), (12, 72)], [(1, 64), (2, 72), (3, 71), (4, 72), (5, 75), (6, 72), (7, 70), (8, 69), (9, 70)], [(1, 58), (3, 70), (5, 70), (7, 69), (8, 70), (9, 72), (11, 69)], [(1, 57), (3, 72), (5, 72), (7, 70), (8, 72), (9, 74), (11, 70)], [(1, 82), (2, 81), (3, 79), (4, 77), (5, 79), (6, 77), (7, 75), (8, 74), (9, 77), (10, 75), (11, 74), (12, 72)], [(1, 74), (2, 72), (3, 70), (4, 69), (5, 70), (9, 58)]]"
./abc/Polska_efter_Anders_Gustaf_Andersson_057f04.abc,"[[1, 3, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 8, 9, 11], [1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 9], [1, 3, 4, 5], [1, 4, 5, 9, 11], [1, 3, 4, 5, 9], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 9], [1, 4, 5, 9, 11], [1, 3, 4, 5, 9], [1, 3, 4, 5, 7, 9, 11], [1, 1, 2, 3, 5]]","[[69, 74, 74, 73, 74, 76], [77, 76, 77, 79, 81, 77, 79, 77, 76], [72, 74, 72, 71, 67, 69], [71, 72, 71, 69, 57], [71, 72, 71, 69], [62, 66, 69, 72, 71], [71, 73, 71, 69, 66], [66, 67, 66, 64, 64, 61, 64], [64, 66, 64, 62, 62, 57], [62, 66, 69, 72, 71], [71, 73, 71, 69, 66], [69, 71, 73, 74, 76, 78, 79], [76, 78, 76, 73, 74]]","[[(1, 69), (3, 74), (5, 74), (7, 73), (9, 74), (11, 76)], [(1, 77), (2, 76), (3, 77), (4, 79), (5, 81), (7, 77), (8, 79), (9, 77), (11, 76)], [(1, 72), (3, 74), (5, 72), (7, 71), (9, 67), (11, 69)], [(1, 71), (3, 72), (4, 71), (5, 69), (9, 57)], [(1, 71), (3, 72), (4, 71), (5, 69)], [(1, 62), (4, 66), (5, 69), (9, 72), (11, 71)], [(1, 71), (3, 73), (4, 71), (5, 69), (9, 66)], [(1, 66), (3, 67), (4, 66), (5, 64), (7, 64), (9, 61), (11, 64)], [(1, 64), (3, 66), (4, 64), (5, 62), (7, 62), (9, 57)], [(1, 62), (4, 66), (5, 69), (9, 72), (11, 71)], [(1, 71), (3, 73), (4, 71), (5, 69), (9, 66)], [(1, 69), (3, 71), (4, 73), (5, 74), (7, 76), (9, 78), (11, 79)], [(1, 76), (1, 78), (2, 76), (3, 73), (5, 74)]]"
./abc/_Polonäs_sexdregasamlingen_del_2_nr_4_65442b.abc,"[[1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11]]","[[67, 67, 69, 71, 67, 72, 69], [74, 59, 60, 62, 59, 60, 62, 59], [79, 78, 76, 74, 72, 71, 76], [69, 71, 69, 67, 66, 67, 66, 64, 66, 62], [67, 67, 69, 71, 67, 72, 69], [74, 59, 60, 62, 59, 60, 62, 59], [79, 78, 76, 74, 72, 71, 76], [69, 72, 71, 69, 67, 55], [79, 83, 79, 76, 78, 81, 78, 74, 76, 79, 76, 72], [72, 76, 72, 69, 71, 74, 71, 67, 69, 72, 69, 66], [67, 72, 71, 69, 67, 66], [64, 64, 66, 62, 62, 64, 66, 62]]","[[(1, 67), (3, 67), (4, 69), (5, 71), (7, 67), (9, 72), (11, 69)], [(1, 74), (3, 59), (4, 60), (5, 62), (7, 59), (8, 60), (9, 62), (11, 59)], [(1, 79), (3, 78), (4, 76), (5, 74), (7, 72), (9, 71), (11, 76)], [(1, 69), (2, 71), (3, 69), (4, 67), (5, 66), (6, 67), (7, 66), (8, 64), (9, 66), (11, 62)], [(1, 67), (3, 67), (4, 69), (5, 71), (7, 67), (9, 72), (11, 69)], [(1, 74), (3, 59), (4, 60), (5, 62), (7, 59), (8, 60), (9, 62), (11, 59)], [(1, 79), (3, 78), (4, 76), (5, 74), (7, 72), (9, 71), (11, 76)], [(1, 69), (2, 72), (3, 71), (4, 69), (5, 67), (9, 55)], [(1, 79), (2, 83), (3, 79), (4, 76), (5, 78), (6, 81), (7, 78), (8, 74), (9, 76), (10, 79), (11, 76), (12, 72)], [(1, 72), (2, 76), (3, 72), (4, 69), (5, 71), (6, 74), (7, 71), (8, 67), (9, 69), (10, 72), (11, 69), (12, 66)], [(1, 67), (3, 72), (5, 71), (7, 69), (9, 67), (11, 66)], [(1, 64), (3, 64), (4, 66), (5, 62), (7, 62), (8, 64), (9, 66), (11, 62)]]"
./abc/Polonoise_ur_Johannes_Malkus_Petterssons_notbok_680107.abc,"[[1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 9], [1, 3, 5, 7, 8, 9], [1, 3, 5, 7, 8, 9], [1, 3, 5, 7, 8, 9], [1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 9]]","[[67, 79, 79, 78, 78, 76], [76, 79, 76, 74, 74, 72], [71, 69, 71, 72, 69, 71, 67], [69, 66, 69, 67, 55], [67, 71, 71, 69, 71, 69], [69, 72, 72, 71, 72, 71], [71, 74, 74, 71, 74, 72], [74, 79, 79, 78, 78, 76], [76, 79, 76, 74, 74, 72], [71, 69, 71, 72, 69, 71, 67], [69, 66, 69, 67, 55]]","[[(1, 67), (3, 79), (5, 79), (7, 78), (9, 78), (11, 76)], [(1, 76), (3, 79), (4, 76), (5, 74), (9, 74), (11, 72)], [(1, 71), (3, 69), (4, 71), (5, 72), (7, 69), (9, 71), (11, 67)], [(1, 69), (3, 66), (4, 69), (5, 67), (9, 55)], [(1, 67), (3, 71), (5, 71), (7, 69), (8, 71), (9, 69)], [(1, 69), (3, 72), (5, 72), (7, 71), (8, 72), (9, 71)], [(1, 71), (3, 74), (5, 74), (7, 71), (8, 74), (9, 72)], [(1, 74), (3, 79), (5, 79), (7, 78), (9, 78), (11, 76)], [(1, 76), (3, 79), (4, 76), (5, 74), (9, 74), (11, 72)], [(1, 71), (3, 69), (4, 71), (5, 72), (7, 69), (9, 71), (11, 67)], [(1, 69), (3, 66), (4, 69), (5, 67), (9, 55)]]"
./abc/_Polonäs_sexdregasamlingen_del_2_nr_83_4a1c6f.abc,"[[1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11], [1, 2, 3, 5, 6, 7, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9], [1, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 9]]","[[74, 76, 78, 76, 78, 79, 78, 76, 74], [73, 76, 73, 69, 71, 69, 67, 66, 64, 62], [74, 76, 78, 76, 78, 79, 83, 79, 76, 74], [73, 74, 73, 71, 69, 67], [66, 64, 62, 74, 73, 71, 69, 67], [66, 69, 64, 61, 62], [78, 76, 74, 74, 76, 78, 78, 79, 81], [76, 74, 73, 73, 74, 76, 76, 78, 79], [81, 83, 85, 76, 74, 73, 78, 76, 74], [73, 74, 71, 69, 64, 61, 57], [66, 64, 62, 62, 64, 66, 66, 67, 69], [64, 62, 61, 61, 62, 64, 64, 66, 67], [66, 64, 62, 62, 64, 66, 66, 67, 69], [64, 62, 61, 61, 62, 64, 64, 66, 67], [66, 64, 62, 74, 73, 71, 69, 67], [66, 69, 74, 73, 74, 62]]","[[(1, 74), (3, 76), (4, 78), (5, 76), (7, 78), (8, 79), (9, 78), (11, 76), (12, 74)], [(1, 73), (3, 76), (4, 73), (5, 69), (6, 71), (7, 69), (8, 67), (9, 66), (10, 64), (11, 62)], [(1, 74), (2, 76), (3, 78), (5, 76), (6, 78), (7, 79), (9, 83), (10, 79), (11, 76), (12, 74)], [(1, 73), (2, 74), (3, 73), (4, 71), (5, 69), (9, 67)], [(1, 66), (3, 64), (4, 62), (5, 74), (7, 73), (8, 71), (9, 69), (11, 67)], [(1, 66), (2, 69), (3, 64), (4, 61), (5, 62)], [(1, 78), (3, 76), (4, 74), (5, 74), (7, 76), (8, 78), (9, 78), (11, 79), (12, 81)], [(1, 76), (3, 74), (4, 73), (5, 73), (7, 74), (8, 76), (9, 76), (11, 78), (12, 79)], [(1, 81), (3, 83), (4, 85), (5, 76), (7, 74), (8, 73), (9, 78), (11, 76), (12, 74)], [(1, 73), (3, 74), (4, 71), (5, 69), (7, 64), (9, 61), (11, 57)], [(1, 66), (3, 64), (4, 62), (5, 62), (7, 64), (8, 66), (9, 66), (11, 67), (12, 69)], [(1, 64), (3, 62), (4, 61), (5, 61), (7, 62), (8, 64), (9, 64), (11, 66), (12, 67)], [(1, 66), (3, 64), (4, 62), (5, 62), (7, 64), (8, 66), (9, 66), (11, 67), (12, 69)], [(1, 64), (3, 62), (4, 61), (5, 61), (7, 62), (8, 64), (9, 64), (11, 66), (12, 67)], [(1, 66), (3, 64), (4, 62), (5, 74), (7, 73), (8, 71), (9, 69), (11, 67)], [(1, 66), (2, 69), (3, 74), (4, 73), (5, 74), (9, 62)]]"
./abc/Polska_från_Vetlanda_656877.abc,"[[1, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 9], [1, 3, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 7, 9], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 4, 5, 8, 9, 11], [1, 2, 3, 4, 5, 7, 9]]","[[69, 73, 74, 72, 74, 76], [79, 77, 76, 77, 74, 74, 73], [69, 77, 77, 76, 74, 72, 74, 72, 69, 72], [72, 70, 67, 70, 70, 69, 69], [69, 77, 77, 77, 76, 77, 79, 81, 81], [79, 81, 79, 77, 76, 77, 76, 77, 79, 79], [77, 77, 77, 77, 76, 77, 79, 81, 81], [79, 81, 79, 77, 76, 77, 76, 77, 79, 79], [77, 76, 74, 77, 76, 74], [73, 69, 71, 72, 72, 74, 74]]","[[(1, 69), (4, 73), (5, 74), (7, 72), (9, 74), (11, 76)], [(1, 79), (2, 77), (3, 76), (4, 77), (5, 74), (7, 74), (9, 73)], [(1, 69), (3, 77), (5, 77), (6, 76), (7, 74), (8, 72), (9, 74), (10, 72), (11, 69), (12, 72)], [(1, 72), (2, 70), (3, 67), (4, 70), (5, 70), (7, 69), (9, 69)], [(1, 69), (3, 77), (4, 77), (5, 77), (6, 76), (7, 77), (8, 79), (9, 81), (11, 81)], [(1, 79), (2, 81), (3, 79), (4, 77), (5, 76), (6, 77), (7, 76), (8, 77), (9, 79), (11, 79)], [(1, 77), (3, 77), (4, 77), (5, 77), (6, 76), (7, 77), (8, 79), (9, 81), (11, 81)], [(1, 79), (2, 81), (3, 79), (4, 77), (5, 76), (6, 77), (7, 76), (8, 77), (9, 79), (11, 79)], [(1, 77), (4, 76), (5, 74), (8, 77), (9, 76), (11, 74)], [(1, 73), (2, 69), (3, 71), (4, 72), (5, 72), (7, 74), (9, 74)]]"
./abc/Polonäs_9ddddb.abc,"[[1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9], [1, 3, 5, 7, 9, 11], [1, 3, 5, 9], [1, 3, 4, 5, 9], [1, 3, 4, 5, 9], [1, 3, 4, 5, 9], [1, 3, 4, 5, 9]]","[[81, 79, 81, 77, 76, 77, 74, 72, 74], [69, 67, 69, 65, 64, 65, 62], [57, 60, 60, 62, 62, 64], [62, 65, 65, 64, 64, 62], [81, 79, 81, 77, 76, 77, 74, 72, 74], [69, 67, 69, 65, 64, 65, 62], [57, 60, 60, 62, 62, 64], [65, 64, 64, 62], [76, 77, 79, 81, 77], [76, 79, 76, 77, 72], [76, 79, 76, 77, 74], [72, 76, 72, 69, 69]]","[[(1, 81), (3, 79), (4, 81), (5, 77), (7, 76), (8, 77), (9, 74), (11, 72), (12, 74)], [(1, 69), (3, 67), (4, 69), (5, 65), (7, 64), (8, 65), (9, 62)], [(1, 57), (3, 60), (5, 60), (7, 62), (9, 62), (11, 64)], [(1, 62), (3, 65), (5, 65), (7, 64), (9, 64), (11, 62)], [(1, 81), (3, 79), (4, 81), (5, 77), (7, 76), (8, 77), (9, 74), (11, 72), (12, 74)], [(1, 69), (3, 67), (4, 69), (5, 65), (7, 64), (8, 65), (9, 62)], [(1, 57), (3, 60), (5, 60), (7, 62), (9, 62), (11, 64)], [(1, 65), (3, 64), (5, 64), (9, 62)], [(1, 76), (3, 77), (4, 79), (5, 81), (9, 77)], [(1, 76), (3, 79), (4, 76), (5, 77), (9, 72)], [(1, 76), (3, 79), (4, 76), (5, 77), (9, 74)], [(1, 72), (3, 76), (4, 72), (5, 69), (9, 69)]]"
./abc/_Polonesse_in_B_Dur_no_2_ur_Anders_Larssons_notbok_4f7d21.abc,"[[1, 3, 5, 9], [1, 3, 5, 9], [1, 2, 3, 4, 5], [1, 3, 4, 5, 9], [1, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 9], [1, 2, 3, 4, 5], [1, 3, 5, 7, 9], [1, 2, 3, 4, 5, 11], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 9], [1, 2, 3, 4, 5, 9], [1, 3, 4, 5], [1, 2, 3, 4, 5, 9], [1, 3, 5, 9], [1, 3, 4, 5]]","[[74, 75, 77, 77], [77, 82, 86, 77], [79, 77, 75, 74, 75], [75, 81, 82, 86, 75], [74, 69, 72, 70, 65, 62, 58], [74, 72, 74, 69, 70, 65, 62, 58], [57, 65, 72, 65, 75, 65, 72, 65, 57, 65, 72, 65], [58, 65, 74, 65, 58, 65, 74, 65, 58, 65, 74, 65], [57, 65, 72, 65, 75, 65, 72, 65, 57, 65, 72, 65], [58, 65, 74, 65, 58, 65, 74, 65, 58, 65, 74, 65], [74, 75, 77, 86], [84, 82, 81, 84, 82], [86, 82, 77, 74, 70], [69, 72, 75, 81, 72, 70], [60, 65, 69, 72, 77, 72], [74, 72, 70, 69, 65, 63], [62, 70, 77, 70, 80, 70, 77, 70, 62, 70, 77, 70], [63, 70, 79, 70, 63, 70, 79, 70, 63, 70, 79, 70], [62, 70, 77, 70, 80, 70, 77, 70, 62, 70, 77, 70], [63, 70, 79, 70, 63, 70, 79, 70, 63, 70, 79, 70], [63, 72, 79, 72, 82, 72, 79, 72, 63, 72, 79, 72], [65, 72, 81, 72, 65, 72, 81, 72, 65, 72, 81, 72], [63, 72, 79, 72, 82, 72, 79, 72, 63, 72, 79, 72], [65, 72, 81, 72, 65, 72, 81, 72, 65, 72, 81, 72], [74, 75, 77, 77], [82, 81, 82, 84, 86, 77], [77, 75, 74, 75], [75, 82, 81, 82, 84, 75], [74, 77, 82, 86], [84, 82, 81, 82]]","[[(1, 74), (3, 75), (5, 77), (9, 77)], [(1, 77), (3, 82), (5, 86), (9, 77)], [(1, 79), (2, 77), (3, 75), (4, 74), (5, 75)], [(1, 75), (3, 81), (4, 82), (5, 86), (9, 75)], [(1, 74), (3, 69), (4, 72), (5, 70), (7, 65), (9, 62), (11, 58)], [(1, 74), (2, 72), (3, 74), (4, 69), (5, 70), (7, 65), (9, 62), (11, 58)], [(1, 57), (2, 65), (3, 72), (4, 65), (5, 75), (6, 65), (7, 72), (8, 65), (9, 57), (10, 65), (11, 72), (12, 65)], [(1, 58), (2, 65), (3, 74), (4, 65), (5, 58), (6, 65), (7, 74), (8, 65), (9, 58), (10, 65), (11, 74), (12, 65)], [(1, 57), (2, 65), (3, 72), (4, 65), (5, 75), (6, 65), (7, 72), (8, 65), (9, 57), (10, 65), (11, 72), (12, 65)], [(1, 58), (2, 65), (3, 74), (4, 65), (5, 58), (6, 65), (7, 74), (8, 65), (9, 58), (10, 65), (11, 74), (12, 65)], [(1, 74), (3, 75), (5, 77), (9, 86)], [(1, 84), (2, 82), (3, 81), (4, 84), (5, 82)], [(1, 86), (3, 82), (5, 77), (7, 74), (9, 70)], [(1, 69), (2, 72), (3, 75), (4, 81), (5, 72), (11, 70)], [(1, 60), (2, 65), (3, 69), (4, 72), (5, 77), (9, 72)], [(1, 74), (2, 72), (3, 70), (4, 69), (5, 65), (9, 63)], [(1, 62), (2, 70), (3, 77), (4, 70), (5, 80), (6, 70), (7, 77), (8, 70), (9, 62), (10, 70), (11, 77), (12, 70)], [(1, 63), (2, 70), (3, 79), (4, 70), (5, 63), (6, 70), (7, 79), (8, 70), (9, 63), (10, 70), (11, 79), (12, 70)], [(1, 62), (2, 70), (3, 77), (4, 70), (5, 80), (6, 70), (7, 77), (8, 70), (9, 62), (10, 70), (11, 77), (12, 70)], [(1, 63), (2, 70), (3, 79), (4, 70), (5, 63), (6, 70), (7, 79), (8, 70), (9, 63), (10, 70), (11, 79), (12, 70)], [(1, 63), (2, 72), (3, 79), (4, 72), (5, 82), (6, 72), (7, 79), (8, 72), (9, 63), (10, 72), (11, 79), (12, 72)], [(1, 65), (2, 72), (3, 81), (4, 72), (5, 65), (6, 72), (7, 81), (8, 72), (9, 65), (10, 72), (11, 81), (12, 72)], [(1, 63), (2, 72), (3, 79), (4, 72), (5, 82), (6, 72), (7, 79), (8, 72), (9, 63), (10, 72), (11, 79), (12, 72)], [(1, 65), (2, 72), (3, 81), (4, 72), (5, 65), (6, 72), (7, 81), (8, 72), (9, 65), (10, 72), (11, 81), (12, 72)], [(1, 74), (3, 75), (5, 77), (9, 77)], [(1, 82), (2, 81), (3, 82), (4, 84), (5, 86), (9, 77)], [(1, 77), (3, 75), (4, 74), (5, 75)], [(1, 75), (2, 82), (3, 81), (4, 82), (5, 84), (9, 75)], [(1, 74), (3, 77), (5, 82), (9, 86)], [(1, 84), (3, 82), (4, 81), (5, 82)]]"
