Unnamed: 0,beat,pitch,beat_pitch,midi
295,"[[1, 3, 4, 5, 6, 7, 9], [1, 4, 5, 6, 7, 9], [1, 2, 3, 4, 5, 6, 7, 9], [1, 2, 3, 4, 5, 6, 7, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 3, 4, 5, 6, 7, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9]]","[[69, 74, 71, 69, 73, 74, 72], [69, 67, 69, 66, 67, 71], [69, 71, 74, 75, 72, 71, 74, 72], [69, 66, 69, 70, 72, 71, 72, 74], [69, 71, 69, 68, 67, 65, 69, 67, 72, 69, 67], [69, 72, 69, 71, 67, 70, 69, 71], [69, 72, 74, 70, 72, 74, 72, 70], [69, 67, 64, 65, 64, 62, 60, 58]]","[[(1, 69), (3, 74), (4, 71), (5, 69), (6, 73), (7, 74), (9, 72)], [(1, 69), (4, 67), (5, 69), (6, 66), (7, 67), (9, 71)], [(1, 69), (2, 71), (3, 74), (4, 75), (5, 72), (6, 71), (7, 74), (9, 72)], [(1, 69), (2, 66), (3, 69), (4, 70), (5, 72), (6, 71), (7, 72), (9, 74)], [(1, 69), (2, 71), (3, 69), (4, 68), (5, 67), (6, 65), (7, 69), (8, 67), (9, 72), (11, 69), (12, 67)], [(1, 69), (3, 72), (4, 69), (5, 71), (6, 67), (7, 70), (9, 69), (11, 71)], [(1, 69), (3, 72), (4, 74), (5, 70), (6, 72), (7, 74), (8, 72), (9, 70)], [(1, 69), (3, 67), (4, 64), (5, 65), (6, 64), (7, 62), (8, 60), (9, 58)]]",markov_midis\markov_song_295.mid
296,"[[1, 3, 4, 5, 9], [1, 3, 4, 5, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 9], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9, 11], [1, 2, 3, 4, 5, 9, 10, 11, 12], [1, 2, 3, 5, 7, 9, 10, 11, 12]]","[[74, 78, 76, 76, 69], [74, 76, 77, 79, 77, 79], [74, 79, 83, 81, 81, 84, 83], [74, 78, 76, 74, 76, 77], [74, 72, 70, 69, 70, 62, 62, 71], [74, 73, 76, 74, 72, 70, 67], [74, 73, 76, 71, 69, 57, 64, 65, 64], [74, 77, 81, 73, 73, 71, 66, 69, 67]]","[[(1, 74), (3, 78), (4, 76), (5, 76), (9, 69)], [(1, 74), (3, 76), (4, 77), (5, 79), (8, 77), (9, 79)], [(1, 74), (3, 79), (4, 83), (5, 81), (7, 81), (8, 84), (9, 83)], [(1, 74), (3, 78), (4, 76), (5, 74), (7, 76), (9, 77)], [(1, 74), (2, 72), (3, 70), (4, 69), (5, 70), (7, 62), (9, 62), (11, 71)], [(1, 74), (2, 73), (3, 76), (4, 74), (5, 72), (9, 70), (11, 67)], [(1, 74), (2, 73), (3, 76), (4, 71), (5, 69), (9, 57), (10, 64), (11, 65), (12, 64)], [(1, 74), (2, 77), (3, 81), (5, 73), (7, 73), (9, 71), (10, 66), (11, 69), (12, 67)]]",markov_midis\markov_song_296.mid
297,"[[1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9, 10, 11], [1, 3, 4, 5, 7, 8, 9]]","[[58, 70, 69, 71, 69, 71, 72, 75, 74], [58, 70, 74, 76, 79, 78, 81], [58, 62, 65, 64, 66, 67, 66, 55, 58], [58, 82, 81, 79, 83, 85, 81], [58, 70, 74, 74, 73, 74, 60, 70], [58, 70, 74, 72, 69, 74, 72], [58, 70, 69, 69, 73, 76, 78, 81, 79], [58, 79, 77, 76, 72, 70, 67]]","[[(1, 58), (3, 70), (4, 69), (5, 71), (7, 69), (8, 71), (9, 72), (11, 75), (12, 74)], [(1, 58), (3, 70), (4, 74), (5, 76), (7, 79), (9, 78), (11, 81)], [(1, 58), (3, 62), (4, 65), (5, 64), (7, 66), (8, 67), (9, 66), (11, 55), (12, 58)], [(1, 58), (3, 82), (4, 81), (5, 79), (7, 83), (9, 85), (11, 81)], [(1, 58), (3, 70), (4, 74), (5, 74), (7, 73), (8, 74), (9, 60), (11, 70)], [(1, 58), (3, 70), (5, 74), (7, 72), (8, 69), (9, 74), (11, 72)], [(1, 58), (3, 70), (4, 69), (5, 69), (7, 73), (8, 76), (9, 78), (10, 81), (11, 79)], [(1, 58), (3, 79), (4, 77), (5, 76), (7, 72), (8, 70), (9, 67)]]",markov_midis\markov_song_297.mid
298,"[[1, 3, 5, 8, 9, 11, 12], [1, 2, 3, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 6, 7, 9, 11, 12], [1, 3, 4, 5, 7, 9, 11, 12], [1, 3, 4, 5, 7, 9], [1, 3, 4, 5, 9]]","[[69, 72, 71, 74, 76, 74, 76], [69, 70, 69, 72, 70, 69, 72, 77, 76], [69, 74, 72, 74, 74, 73, 71, 74, 76], [69, 81, 77, 72, 71, 67, 70, 74, 72, 71, 69], [69, 67, 71, 69, 62, 60, 58, 79, 70], [69, 71, 72, 74, 74, 70, 69, 67], [69, 76, 74, 73, 73, 74], [69, 73, 71, 72, 70]]","[[(1, 69), (3, 72), (5, 71), (8, 74), (9, 76), (11, 74), (12, 76)], [(1, 69), (2, 70), (3, 69), (5, 72), (7, 70), (8, 69), (9, 72), (11, 77), (12, 76)], [(1, 69), (3, 74), (4, 72), (5, 74), (7, 74), (8, 73), (9, 71), (11, 74), (12, 76)], [(1, 69), (3, 81), (4, 77), (5, 72), (6, 71), (7, 67), (8, 70), (9, 74), (10, 72), (11, 71), (12, 69)], [(1, 69), (3, 67), (4, 71), (5, 69), (6, 62), (7, 60), (9, 58), (11, 79), (12, 70)], [(1, 69), (3, 71), (4, 72), (5, 74), (7, 74), (9, 70), (11, 69), (12, 67)], [(1, 69), (3, 76), (4, 74), (5, 73), (7, 73), (9, 74)], [(1, 69), (3, 73), (4, 71), (5, 72), (9, 70)]]",markov_midis\markov_song_298.mid
299,"[[1, 3, 4, 5, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9], [1, 3, 5, 7, 8, 9, 11]]","[[57, 60, 58, 60, 76, 73, 74, 72, 71, 69], [57, 72, 76, 74, 74, 78, 74, 71], [57, 72, 76, 76, 74, 76, 77, 79, 82], [57, 64, 66, 67, 69, 67, 66, 67, 66, 66], [57, 72, 71, 69, 70, 69, 67, 65], [57, 72, 71, 72, 70, 69, 71, 69, 69], [57, 74, 70, 69, 69, 70, 74], [57, 61, 64, 62, 63, 62, 62]]","[[(1, 57), (3, 60), (4, 58), (5, 60), (7, 76), (8, 73), (9, 74), (10, 72), (11, 71), (12, 69)], [(1, 57), (3, 72), (4, 76), (5, 74), (7, 74), (8, 78), (9, 74), (11, 71)], [(1, 57), (3, 72), (4, 76), (5, 76), (6, 74), (7, 76), (8, 77), (9, 79), (11, 82)], [(1, 57), (2, 64), (3, 66), (4, 67), (5, 69), (6, 67), (7, 66), (8, 67), (9, 66), (11, 66)], [(1, 57), (3, 72), (4, 71), (5, 69), (6, 70), (7, 69), (8, 67), (9, 65)], [(1, 57), (3, 72), (4, 71), (5, 72), (6, 70), (7, 69), (8, 71), (9, 69), (11, 69)], [(1, 57), (3, 74), (4, 70), (5, 69), (7, 69), (8, 70), (9, 74)], [(1, 57), (3, 61), (5, 64), (7, 62), (8, 63), (9, 62), (11, 62)]]",markov_midis\markov_song_299.mid
300,"[[1, 3, 5, 8, 9], [1, 3, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9]]","[[72, 82, 82, 81, 83], [72, 74, 78, 74, 72, 74, 78], [72, 74, 76, 72, 70, 72, 74], [72, 71, 67, 66, 66, 69, 67], [72, 72, 71, 69, 64, 65, 64, 62], [72, 74, 76, 77, 76, 72, 71, 72, 69], [72, 71, 72, 74, 79, 78, 81, 79], [72, 70, 74, 72, 69, 71, 72, 69]]","[[(1, 72), (3, 82), (5, 82), (8, 81), (9, 83)], [(1, 72), (3, 74), (5, 78), (6, 74), (7, 72), (8, 74), (9, 78)], [(1, 72), (3, 74), (4, 76), (5, 72), (7, 70), (8, 72), (9, 74)], [(1, 72), (3, 71), (4, 67), (5, 66), (7, 66), (8, 69), (9, 67)], [(1, 72), (3, 72), (4, 71), (5, 69), (7, 64), (8, 65), (9, 64), (11, 62)], [(1, 72), (2, 74), (3, 76), (4, 77), (5, 76), (7, 72), (8, 71), (9, 72), (11, 69)], [(1, 72), (2, 71), (3, 72), (4, 74), (5, 79), (7, 78), (8, 81), (9, 79)], [(1, 72), (2, 70), (3, 74), (4, 72), (5, 69), (7, 71), (8, 72), (9, 69)]]",markov_midis\markov_song_300.mid
301,"[[1, 2, 3, 4, 5, 6, 7, 9, 11, 12], [1, 2, 3, 5, 6, 7, 9, 11, 12], [1, 2, 3, 5, 6, 7, 9], [1, 2, 3, 5, 6, 7, 8, 9], [1, 2, 3, 5, 6, 7, 8, 9, 10], [1, 2, 3, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 8, 9]]","[[70, 72, 71, 74, 74, 72, 81, 78, 81, 79], [70, 69, 71, 71, 69, 76, 78, 81, 79], [70, 82, 79, 77, 76, 77, 74], [70, 69, 72, 72, 76, 78, 76, 74], [70, 74, 73, 74, 75, 74, 72, 69, 67], [70, 65, 70, 69, 69, 65, 60], [70, 74, 72, 71, 72, 70, 69, 69, 67], [70, 69, 72, 70, 72, 76, 79, 77]]","[[(1, 70), (2, 72), (3, 71), (4, 74), (5, 74), (6, 72), (7, 81), (9, 78), (11, 81), (12, 79)], [(1, 70), (2, 69), (3, 71), (5, 71), (6, 69), (7, 76), (9, 78), (11, 81), (12, 79)], [(1, 70), (2, 82), (3, 79), (5, 77), (6, 76), (7, 77), (9, 74)], [(1, 70), (2, 69), (3, 72), (5, 72), (6, 76), (7, 78), (8, 76), (9, 74)], [(1, 70), (2, 74), (3, 73), (5, 74), (6, 75), (7, 74), (8, 72), (9, 69), (10, 67)], [(1, 70), (2, 65), (3, 70), (5, 69), (7, 69), (8, 65), (9, 60)], [(1, 70), (2, 74), (3, 72), (4, 71), (5, 72), (7, 70), (8, 69), (9, 69), (11, 67)], [(1, 70), (2, 69), (3, 72), (4, 70), (5, 72), (7, 76), (8, 79), (9, 77)]]",markov_midis\markov_song_301.mid
302,"[[1, 3, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9, 10], [1, 3, 4, 5, 6, 7, 9, 10, 11], [1, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11]]","[[74, 72, 69, 67, 69, 72, 70], [74, 74, 75, 74, 72, 69, 70, 79, 78], [74, 77, 74, 76, 74, 72, 76, 72, 74], [74, 77, 76, 78, 79, 76, 74, 73, 71, 72], [74, 71, 74, 75, 74, 71, 74, 72], [74, 72, 69, 72, 76, 72], [74, 62, 71, 72, 70, 72, 69], [74, 73, 74, 76, 76, 79, 83, 85]]","[[(1, 74), (3, 72), (5, 69), (6, 67), (7, 69), (8, 72), (9, 70)], [(1, 74), (3, 74), (4, 75), (5, 74), (6, 72), (7, 69), (8, 70), (9, 79), (10, 78)], [(1, 74), (3, 77), (4, 74), (5, 76), (6, 74), (7, 72), (9, 76), (10, 72), (11, 74)], [(1, 74), (3, 77), (4, 76), (5, 78), (6, 79), (7, 76), (8, 74), (9, 73), (11, 71), (12, 72)], [(1, 74), (3, 71), (4, 74), (5, 75), (6, 74), (7, 71), (8, 74), (9, 72)], [(1, 74), (3, 72), (5, 69), (7, 72), (8, 76), (9, 72)], [(1, 74), (3, 62), (4, 71), (5, 72), (7, 70), (8, 72), (9, 69)], [(1, 74), (3, 73), (4, 74), (5, 76), (7, 76), (8, 79), (9, 83), (11, 85)]]",markov_midis\markov_song_302.mid
303,"[[1, 3, 4, 5, 7, 8, 9, 11], [1, 4, 5, 7, 8, 9, 10, 11], [1, 5, 7, 8, 9, 10], [1, 5, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9]]","[[79, 82, 79, 78, 79, 77, 79, 78], [79, 77, 79, 79, 77, 79, 77, 76], [79, 79, 78, 76, 74, 73], [79, 79, 79, 81, 81, 79, 76, 74], [79, 79, 76, 74, 76, 72, 71, 67, 66, 69], [79, 72, 76, 74, 73, 71, 73, 71, 72], [79, 79, 76, 77, 77, 75, 74], [79, 76, 74, 73, 76, 78, 79, 76]]","[[(1, 79), (3, 82), (4, 79), (5, 78), (7, 79), (8, 77), (9, 79), (11, 78)], [(1, 79), (4, 77), (5, 79), (7, 79), (8, 77), (9, 79), (10, 77), (11, 76)], [(1, 79), (5, 79), (7, 78), (8, 76), (9, 74), (10, 73)], [(1, 79), (5, 79), (7, 79), (8, 81), (9, 81), (10, 79), (11, 76), (12, 74)], [(1, 79), (3, 79), (4, 76), (5, 74), (7, 76), (8, 72), (9, 71), (10, 67), (11, 66), (12, 69)], [(1, 79), (3, 72), (4, 76), (5, 74), (7, 73), (8, 71), (9, 73), (11, 71), (12, 72)], [(1, 79), (3, 79), (4, 76), (5, 77), (7, 77), (8, 75), (9, 74)], [(1, 79), (2, 76), (3, 74), (4, 73), (5, 76), (7, 78), (8, 79), (9, 76)]]",markov_midis\markov_song_303.mid
304,"[[1, 3, 4, 5, 7, 9, 11, 12], [1, 3, 4, 5, 7, 9, 10, 11, 12], [1, 2, 3, 4, 5, 7, 9, 11, 12], [1, 2, 3, 4, 5, 7, 9], [1, 2, 3, 4, 5, 7, 8, 9], [1, 2, 3, 5, 6, 7, 8, 9], [1, 2, 3, 5, 7, 8, 9, 10], [1, 2, 3, 4, 5, 7, 8, 9]]","[[69, 72, 69, 76, 71, 71, 69, 67], [69, 74, 76, 74, 71, 72, 74, 78, 74], [69, 67, 71, 67, 69, 81, 79, 76, 73], [69, 71, 73, 74, 76, 64, 66], [69, 66, 69, 64, 65, 69, 72, 74], [69, 67, 65, 65, 69, 65, 63, 67], [69, 71, 73, 76, 79, 78, 74, 79], [69, 71, 73, 71, 69, 69, 71, 69]]","[[(1, 69), (3, 72), (4, 69), (5, 76), (7, 71), (9, 71), (11, 69), (12, 67)], [(1, 69), (3, 74), (4, 76), (5, 74), (7, 71), (9, 72), (10, 74), (11, 78), (12, 74)], [(1, 69), (2, 67), (3, 71), (4, 67), (5, 69), (7, 81), (9, 79), (11, 76), (12, 73)], [(1, 69), (2, 71), (3, 73), (4, 74), (5, 76), (7, 64), (9, 66)], [(1, 69), (2, 66), (3, 69), (4, 64), (5, 65), (7, 69), (8, 72), (9, 74)], [(1, 69), (2, 67), (3, 65), (5, 65), (6, 69), (7, 65), (8, 63), (9, 67)], [(1, 69), (2, 71), (3, 73), (5, 76), (7, 79), (8, 78), (9, 74), (10, 79)], [(1, 69), (2, 71), (3, 73), (4, 71), (5, 69), (7, 69), (8, 71), (9, 69)]]",markov_midis\markov_song_304.mid
305,"[[1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 5, 6, 7, 8, 9, 11], [1, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9, 10, 11, 12], [1, 3, 5, 6, 7, 8, 9, 10, 11, 12]]","[[65, 69, 70, 65, 64, 76], [65, 65, 68, 69, 73, 74, 76], [65, 65, 68, 69, 68, 69, 72, 74, 77], [65, 60, 60, 64, 65, 64, 62, 79], [65, 69, 65, 67, 65, 69], [65, 69, 67, 71, 80, 76, 74, 74], [65, 65, 64, 65, 70, 69, 67, 72, 69, 70], [65, 67, 71, 74, 77, 76, 74, 73, 71, 72]]","[[(1, 65), (3, 69), (5, 70), (7, 65), (9, 64), (11, 76)], [(1, 65), (3, 65), (4, 68), (5, 69), (7, 73), (9, 74), (11, 76)], [(1, 65), (3, 65), (4, 68), (5, 69), (6, 68), (7, 69), (8, 72), (9, 74), (11, 77)], [(1, 65), (3, 60), (5, 60), (6, 64), (7, 65), (8, 64), (9, 62), (11, 79)], [(1, 65), (5, 69), (7, 65), (8, 67), (9, 65), (11, 69)], [(1, 65), (3, 69), (4, 67), (5, 71), (7, 80), (8, 76), (9, 74), (11, 74)], [(1, 65), (3, 65), (4, 64), (5, 65), (7, 70), (8, 69), (9, 67), (10, 72), (11, 69), (12, 70)], [(1, 65), (3, 67), (5, 71), (6, 74), (7, 77), (8, 76), (9, 74), (10, 73), (11, 71), (12, 72)]]",markov_midis\markov_song_305.mid
306,"[[1, 4, 5, 6, 7, 9, 11], [1, 3, 4, 5, 6, 7, 9, 11, 12], [1, 3, 4, 5, 6, 7, 9, 10, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 12], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 9], [1, 3, 5, 7, 9]]","[[78, 74, 69, 73, 74, 74, 77], [78, 76, 77, 76, 74, 72, 74, 76, 74], [78, 76, 78, 79, 77, 76, 76, 74, 71, 79], [78, 76, 77, 79, 81, 79, 78, 79, 83], [78, 74, 72, 70, 69, 72, 74], [78, 79, 76, 78, 74, 78, 76], [78, 74, 73, 74, 69, 67], [78, 81, 78, 81, 80]]","[[(1, 78), (4, 74), (5, 69), (6, 73), (7, 74), (9, 74), (11, 77)], [(1, 78), (3, 76), (4, 77), (5, 76), (6, 74), (7, 72), (9, 74), (11, 76), (12, 74)], [(1, 78), (3, 76), (4, 78), (5, 79), (6, 77), (7, 76), (9, 76), (10, 74), (11, 71), (12, 79)], [(1, 78), (3, 76), (4, 77), (5, 79), (6, 81), (7, 79), (8, 78), (9, 79), (12, 83)], [(1, 78), (3, 74), (4, 72), (5, 70), (7, 69), (8, 72), (9, 74)], [(1, 78), (3, 79), (4, 76), (5, 78), (7, 74), (8, 78), (9, 76)], [(1, 78), (3, 74), (4, 73), (5, 74), (7, 69), (9, 67)], [(1, 78), (3, 81), (5, 78), (7, 81), (9, 80)]]",markov_midis\markov_song_306.mid
307,"[[1, 2, 3, 4, 5, 9, 10, 11, 12], [1, 2, 3, 5, 9, 11, 12], [1, 3, 5, 9, 11, 12], [1, 3, 5, 7, 9, 11, 12], [1, 3, 4, 5, 7, 9, 11, 12], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 6, 7, 9, 10, 11], [1, 3, 4, 5, 6, 7, 9, 10]]","[[81, 79, 78, 74, 74, 62, 67, 65, 64], [81, 79, 77, 77, 65, 62, 60], [81, 86, 74, 72, 70, 67], [81, 81, 81, 78, 80, 78, 69], [81, 69, 68, 67, 65, 62, 74, 72], [81, 83, 79, 81, 79, 79, 77], [81, 80, 81, 79, 83, 81, 79, 82, 81], [81, 66, 64, 62, 66, 67, 57, 65]]","[[(1, 81), (2, 79), (3, 78), (4, 74), (5, 74), (9, 62), (10, 67), (11, 65), (12, 64)], [(1, 81), (2, 79), (3, 77), (5, 77), (9, 65), (11, 62), (12, 60)], [(1, 81), (3, 86), (5, 74), (9, 72), (11, 70), (12, 67)], [(1, 81), (3, 81), (5, 81), (7, 78), (9, 80), (11, 78), (12, 69)], [(1, 81), (3, 69), (4, 68), (5, 67), (7, 65), (9, 62), (11, 74), (12, 72)], [(1, 81), (3, 83), (4, 79), (5, 81), (7, 79), (9, 79), (11, 77)], [(1, 81), (3, 80), (4, 81), (5, 79), (6, 83), (7, 81), (9, 79), (10, 82), (11, 81)], [(1, 81), (3, 66), (4, 64), (5, 62), (6, 66), (7, 67), (9, 57), (10, 65)]]",markov_midis\markov_song_307.mid
308,"[[1, 3, 4, 5, 7, 9], [1, 4, 5, 7, 9], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9], [1, 2, 3, 5, 7, 8, 9, 11], [1, 2, 3, 5, 7, 9]]","[[74, 79, 77, 79, 76, 77], [74, 72, 69, 67, 66], [74, 74, 78, 79, 79, 77, 76], [74, 72, 70, 75, 79, 62, 62], [74, 74, 70, 74, 72, 74, 72], [74, 72, 76, 74, 76, 79, 78, 79], [74, 72, 71, 72, 69, 71, 69, 71], [74, 76, 73, 73, 71, 67]]","[[(1, 74), (3, 79), (4, 77), (5, 79), (7, 76), (9, 77)], [(1, 74), (4, 72), (5, 69), (7, 67), (9, 66)], [(1, 74), (3, 74), (4, 78), (5, 79), (7, 79), (9, 77), (11, 76)], [(1, 74), (3, 72), (4, 70), (5, 75), (7, 79), (9, 62), (11, 62)], [(1, 74), (3, 74), (4, 70), (5, 74), (7, 72), (8, 74), (9, 72)], [(1, 74), (2, 72), (3, 76), (4, 74), (5, 76), (7, 79), (8, 78), (9, 79)], [(1, 74), (2, 72), (3, 71), (5, 72), (7, 69), (8, 71), (9, 69), (11, 71)], [(1, 74), (2, 76), (3, 73), (5, 73), (7, 71), (9, 67)]]",markov_midis\markov_song_308.mid
309,"[[1, 2, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 9], [1, 3, 4, 5, 9], [1, 3, 4, 5, 6, 7, 9], [1, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9, 11], [1, 3, 5, 6, 7, 9, 11]]","[[73, 74, 72, 76, 78, 74, 76, 73], [73, 69, 68, 69, 74, 77], [73, 76, 73, 74, 70], [73, 71, 67, 64, 65, 72, 81], [73, 72, 71, 72, 70, 72, 74], [73, 74, 79, 83, 81, 77, 79, 79, 71], [73, 69, 65, 65, 64, 62, 74], [73, 76, 76, 74, 72, 71, 69]]","[[(1, 73), (2, 74), (3, 72), (4, 76), (5, 78), (7, 74), (9, 76), (11, 73)], [(1, 73), (3, 69), (4, 68), (5, 69), (7, 74), (9, 77)], [(1, 73), (3, 76), (4, 73), (5, 74), (9, 70)], [(1, 73), (3, 71), (4, 67), (5, 64), (6, 65), (7, 72), (9, 81)], [(1, 73), (3, 72), (4, 71), (5, 72), (7, 70), (8, 72), (9, 74)], [(1, 73), (2, 74), (3, 79), (4, 83), (5, 81), (7, 77), (8, 79), (9, 79), (11, 71)], [(1, 73), (3, 69), (5, 65), (7, 65), (8, 64), (9, 62), (11, 74)], [(1, 73), (3, 76), (5, 76), (6, 74), (7, 72), (9, 71), (11, 69)]]",markov_midis\markov_song_309.mid
310,"[[1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9, 10], [1, 3, 4, 5, 6, 7, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 5, 6, 7, 8, 9, 11], [1, 3, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9, 11]]","[[73, 74, 76, 78, 74, 72, 71, 67, 71], [73, 74, 73, 74, 72, 71, 72, 74, 73], [73, 76, 78, 79, 81, 78, 76], [73, 74, 72, 76, 77, 79, 77, 75, 79], [73, 69, 71, 71, 72, 76, 72, 74, 76], [73, 73, 76, 72, 71, 73, 71], [73, 76, 79, 81, 79, 77, 76], [73, 74, 76, 77, 76, 74, 69, 71, 72]]","[[(1, 73), (2, 74), (3, 76), (4, 78), (5, 74), (6, 72), (7, 71), (8, 67), (9, 71)], [(1, 73), (3, 74), (4, 73), (5, 74), (6, 72), (7, 71), (8, 72), (9, 74), (10, 73)], [(1, 73), (3, 76), (4, 78), (5, 79), (6, 81), (7, 78), (9, 76)], [(1, 73), (2, 74), (3, 72), (4, 76), (5, 77), (6, 79), (7, 77), (8, 75), (9, 79)], [(1, 73), (2, 69), (3, 71), (5, 71), (6, 72), (7, 76), (8, 72), (9, 74), (11, 76)], [(1, 73), (3, 73), (5, 76), (6, 72), (7, 71), (8, 73), (9, 71)], [(1, 73), (3, 76), (4, 79), (5, 81), (7, 79), (8, 77), (9, 76)], [(1, 73), (2, 74), (3, 76), (4, 77), (5, 76), (7, 74), (8, 69), (9, 71), (11, 72)]]",markov_midis\markov_song_310.mid
311,"[[1, 3, 5, 9, 10, 11, 12], [1, 3, 5, 9, 11, 12], [1, 3, 5, 11, 12], [1, 3, 4, 5, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 6, 7, 9, 11, 12], [1, 3, 4, 5, 6, 7, 9, 11, 12], [1, 3, 4, 5, 7, 9, 11, 12]]","[[79, 83, 76, 72, 71, 69, 67], [79, 83, 71, 74, 74, 72], [79, 76, 77, 74, 71], [79, 78, 74, 69, 67, 72, 76], [79, 77, 73, 69, 69, 65, 64, 64, 62], [79, 74, 78, 76, 74, 73, 74, 73, 74], [79, 76, 77, 79, 74, 71, 72, 71, 69], [79, 79, 81, 77, 81, 77, 74, 71]]","[[(1, 79), (3, 83), (5, 76), (9, 72), (10, 71), (11, 69), (12, 67)], [(1, 79), (3, 83), (5, 71), (9, 74), (11, 74), (12, 72)], [(1, 79), (3, 76), (5, 77), (11, 74), (12, 71)], [(1, 79), (3, 78), (4, 74), (5, 69), (9, 67), (11, 72), (12, 76)], [(1, 79), (3, 77), (4, 73), (5, 69), (7, 69), (8, 65), (9, 64), (11, 64), (12, 62)], [(1, 79), (3, 74), (4, 78), (5, 76), (6, 74), (7, 73), (9, 74), (11, 73), (12, 74)], [(1, 79), (3, 76), (4, 77), (5, 79), (6, 74), (7, 71), (9, 72), (11, 71), (12, 69)], [(1, 79), (3, 79), (4, 81), (5, 77), (7, 81), (9, 77), (11, 74), (12, 71)]]",markov_midis\markov_song_311.mid
